code,stock_name,exchange,board,security_type,listing_status,listing_date,is_st,is_suspended,latest_trade_date,latest_close,avg_turnover_20d,industry,universe_source,exclusion_reason
000001,平安银行,SZSE,主板,A_SHARE,listed,1991-04-03,False,False,2026-07-07,10.47,1258193351.55,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000002,万  科Ａ,SZSE,主板,A_SHARE,listed,1991-01-29,False,False,2026-07-07,2.99,428135234.95,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000004,国华退,SZSE,主板,A_SHARE,delisting_risk,1990-12-01,False,,,,,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000006,深振业Ａ,SZSE,主板,A_SHARE,listed,1992-04-27,False,False,2026-07-07,6.8,194788544.2,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000007,全新好,SZSE,主板,A_SHARE,listed,1992-04-13,False,False,2026-07-07,11.59,134498974.25,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000008,神州高铁,SZSE,主板,A_SHARE,listed,1992-05-07,False,True,2026-07-06,2.36,71891443.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,suspended_or_no_latest_trade
000009,中国宝安,SZSE,主板,A_SHARE,listed,1991-06-25,False,False,2026-07-07,6.26,168512055.5,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000010,*ST美丽,SZSE,主板,A_SHARE,listed,1995-10-27,True,,,,,E 建筑业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000011,深物业A,SZSE,主板,A_SHARE,listed,1992-03-30,False,False,2026-07-07,6.37,34716956.55,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000012,南  玻Ａ,SZSE,主板,A_SHARE,listed,1992-02-28,False,False,2026-07-07,4.23,498023895.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000014,沙河股份,SZSE,主板,A_SHARE,listed,1992-06-02,False,False,2026-07-07,8.99,52963700.95,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000016,*ST康佳A,SZSE,主板,A_SHARE,listed,1992-03-27,True,,,,,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000017,深中华A,SZSE,主板,A_SHARE,listed,1992-03-31,False,False,2026-07-07,6.03,71429263.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000019,深粮控股,SZSE,主板,A_SHARE,listed,1992-10-12,False,False,2026-07-07,5.9,47784545.85,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000020,深华发Ａ,SZSE,主板,A_SHARE,listed,1992-04-28,False,False,2026-07-07,10.63,45334367.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000021,深科技,SZSE,主板,A_SHARE,listed,1994-02-02,False,False,2026-07-07,54.07,9477220449.2,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000025,特  力Ａ,SZSE,主板,A_SHARE,listed,1993-06-21,False,False,2026-07-07,13.55,130490229.1,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000026,飞亚达,SZSE,主板,A_SHARE,listed,1993-06-03,False,False,2026-07-07,20.51,274420396.55,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000027,深圳能源,SZSE,主板,A_SHARE,listed,1993-09-03,False,False,2026-07-07,6.03,306252078.8,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000028,国药一致,SZSE,主板,A_SHARE,listed,1993-08-09,False,False,2026-07-07,20.44,56415361.1,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000029,深深房Ａ,SZSE,主板,A_SHARE,listed,1993-09-15,False,False,2026-07-07,22.29,243447744.95,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000030,富奥股份,SZSE,主板,A_SHARE,listed,1993-09-29,False,False,2026-07-07,4.0,63355036.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000031,大悦城,SZSE,主板,A_SHARE,listed,1993-10-08,False,False,2026-07-07,2.09,88825030.0,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000032,深桑达Ａ,SZSE,主板,A_SHARE,listed,1993-10-28,False,False,2026-07-07,21.36,1849117490.45,E 建筑业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000034,神州数码,SZSE,主板,A_SHARE,listed,1994-05-09,False,False,2026-07-07,26.82,1318334235.5,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000035,中国天楹,SZSE,主板,A_SHARE,listed,1994-04-08,False,False,2026-07-07,4.64,175081283.85,N 公共环保,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000036,华联控股,SZSE,主板,A_SHARE,listed,1994-06-17,False,False,2026-07-07,4.16,117488220.55,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000037,深南电A,SZSE,主板,A_SHARE,listed,1994-07-01,False,False,2026-07-07,8.25,316285705.45,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000039,中集集团,SZSE,主板,A_SHARE,listed,1994-04-08,False,False,2026-07-07,7.96,413637380.7,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000042,中洲控股,SZSE,主板,A_SHARE,listed,1994-09-21,False,False,2026-07-07,7.3,71852823.25,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000045,深纺织Ａ,SZSE,主板,A_SHARE,listed,1994-08-15,False,False,2026-07-07,9.62,66593362.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000048,京基智农,SZSE,主板,A_SHARE,listed,1994-11-01,False,False,2026-07-07,21.52,672548756.25,A 农林牧渔,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000049,德赛电池,SZSE,主板,A_SHARE,listed,1995-03-20,False,False,2026-07-07,24.61,195286328.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000050,深天马Ａ,SZSE,主板,A_SHARE,listed,1995-03-15,False,False,2026-07-07,8.33,904585448.55,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000055,方大集团,SZSE,主板,A_SHARE,listed,1996-04-15,False,False,2026-07-07,3.23,71784298.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000056,*ST皇庭,SZSE,主板,A_SHARE,listed,1996-07-08,True,,,,,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000058,深 赛 格,SZSE,主板,A_SHARE,listed,1996-12-26,False,False,2026-07-07,6.0,45335037.5,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000059,华锦股份,SZSE,主板,A_SHARE,listed,1997-01-30,False,False,2026-07-07,4.12,127188487.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000060,中金岭南,SZSE,主板,A_SHARE,listed,1997-01-23,False,False,2026-07-07,6.87,2179685111.75,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000061,农 产 品,SZSE,主板,A_SHARE,listed,1997-01-10,False,False,2026-07-07,5.55,112045826.8,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000062,深圳华强,SZSE,主板,A_SHARE,listed,1997-01-30,False,False,2026-07-07,32.43,1708011054.7,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000063,中兴通讯,SZSE,主板,A_SHARE,listed,1997-11-18,False,False,2026-07-07,35.79,7552710389.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000065,北方国际,SZSE,主板,A_SHARE,listed,1998-06-05,False,False,2026-07-07,9.19,289066940.7,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000066,中国长城,SZSE,主板,A_SHARE,listed,1997-06-26,False,False,2026-07-07,18.58,4086647019.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000068,华控赛格,SZSE,主板,A_SHARE,listed,1997-06-11,False,False,2026-07-07,2.76,125423848.15,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000069,华侨城Ａ,SZSE,主板,A_SHARE,listed,1997-09-10,False,False,2026-07-07,1.62,86246955.05,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000070,特发信息,SZSE,主板,A_SHARE,listed,2000-05-11,False,False,2026-07-07,18.18,2137177759.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000078,ST海王,SZSE,主板,A_SHARE,listed,1998-12-18,True,,,,,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000088,盐 田 港,SZSE,主板,A_SHARE,listed,1997-07-28,False,False,2026-07-07,4.16,74603546.85,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000089,深圳机场,SZSE,主板,A_SHARE,listed,1998-04-20,False,False,2026-07-07,6.33,71304050.1,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000090,天健集团,SZSE,主板,A_SHARE,listed,1999-07-21,False,False,2026-07-07,3.04,86708946.0,E 建筑业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000096,广聚能源,SZSE,主板,A_SHARE,listed,2000-07-24,False,False,2026-07-07,7.03,44642639.4,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000099,中信海直,SZSE,主板,A_SHARE,listed,2000-07-31,False,False,2026-07-07,14.03,269642335.9,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000100,TCL科技,SZSE,主板,A_SHARE,listed,2004-01-30,False,False,2026-07-07,5.26,8196636172.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000151,中成股份,SZSE,主板,A_SHARE,listed,2000-09-06,False,False,2026-07-07,9.51,208431359.85,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000153,丰原药业,SZSE,主板,A_SHARE,listed,2000-09-20,False,False,2026-07-07,5.29,37680085.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000155,川能动力,SZSE,主板,A_SHARE,listed,2000-09-26,False,False,2026-07-07,11.79,406988002.8,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000156,华数传媒,SZSE,主板,A_SHARE,listed,2000-09-06,False,False,2026-07-07,6.43,65618255.1,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000157,中联重科,SZSE,主板,A_SHARE,listed,2000-10-12,False,False,2026-07-07,7.42,595697479.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000158,常山北明,SZSE,主板,A_SHARE,listed,2000-07-24,False,False,2026-07-07,12.54,516403816.3,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000159,国际实业,SZSE,主板,A_SHARE,listed,2000-09-26,False,False,2026-07-07,5.53,96208583.95,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000166,申万宏源,SZSE,主板,A_SHARE,listed,2015-01-26,False,False,2026-07-07,4.55,646999117.55,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000301,东方盛虹,SZSE,主板,A_SHARE,listed,2000-05-29,False,False,2026-07-07,12.43,398743681.8,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000333,美的集团,SZSE,主板,A_SHARE,listed,2013-09-18,False,False,2026-07-07,79.12,3479852458.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000338,潍柴动力,SZSE,主板,A_SHARE,listed,2007-04-30,False,False,2026-07-07,29.72,3597905003.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000400,许继电气,SZSE,主板,A_SHARE,listed,1997-04-18,False,False,2026-07-07,20.55,407715302.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000401,金隅冀东,SZSE,主板,A_SHARE,listed,1996-06-14,False,False,2026-07-07,3.45,30129958.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000402,金 融 街,SZSE,主板,A_SHARE,listed,1996-06-26,False,False,2026-07-07,2.38,120318429.7,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000403,派林生物,SZSE,主板,A_SHARE,listed,1996-06-28,False,False,2026-07-07,9.12,163927043.85,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000404,长虹华意,SZSE,主板,A_SHARE,listed,1996-06-19,False,False,2026-07-07,8.02,179270199.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000407,胜利股份,SZSE,主板,A_SHARE,listed,1996-07-03,False,False,2026-07-07,3.79,59772682.95,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000408,藏格矿业,SZSE,主板,A_SHARE,listed,1996-06-28,False,False,2026-07-07,73.05,1209667660.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000409,云鼎科技,SZSE,主板,A_SHARE,listed,1996-06-27,False,False,2026-07-07,8.14,48753984.65,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000410,沈阳机床,SZSE,主板,A_SHARE,listed,1996-07-18,False,False,2026-07-07,4.65,119706046.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000411,英特集团,SZSE,主板,A_SHARE,listed,1996-07-16,False,False,2026-07-07,9.38,70436726.25,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000415,渤海租赁,SZSE,主板,A_SHARE,listed,1996-07-16,False,False,2026-07-07,4.68,358800910.55,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000417,合百集团,SZSE,主板,A_SHARE,listed,1996-08-12,False,False,2026-07-07,7.68,561763828.95,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000419,通程控股,SZSE,主板,A_SHARE,listed,1996-08-16,False,False,2026-07-07,4.65,31041381.4,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000420,吉林化纤,SZSE,主板,A_SHARE,listed,1996-08-02,False,False,2026-07-07,3.9,332539330.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000421,南京公用,SZSE,主板,A_SHARE,listed,1996-08-06,False,False,2026-07-07,5.19,32592563.25,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000422,湖北宜化,SZSE,主板,A_SHARE,listed,1996-08-15,False,False,2026-07-07,13.48,620597139.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000423,东阿阿胶,SZSE,主板,A_SHARE,listed,1996-07-29,False,False,2026-07-07,46.92,242684345.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000425,徐工机械,SZSE,主板,A_SHARE,listed,1996-08-28,False,False,2026-07-07,8.78,1415124206.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000426,兴业银锡,SZSE,主板,A_SHARE,listed,1996-08-28,False,False,2026-07-07,34.1,2789797543.25,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000428,华天酒店,SZSE,主板,A_SHARE,listed,1996-08-08,False,False,2026-07-07,3.06,38314311.5,H 住宿餐饮,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000429,粤高速Ａ,SZSE,主板,A_SHARE,listed,1998-02-20,False,False,2026-07-07,14.35,91732746.15,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000430,张家界,SZSE,主板,A_SHARE,listed,1996-08-29,False,False,2026-07-07,6.85,97903701.65,N 公共环保,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000488,ST晨鸣,SZSE,主板,A_SHARE,listed,2000-11-20,True,,,,,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,st_or_delisting_risk
000498,山东路桥,SZSE,主板,A_SHARE,listed,1997-06-09,False,False,2026-07-07,4.83,33824028.7,E 建筑业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000501,武商集团,SZSE,主板,A_SHARE,listed,1992-11-20,False,False,2026-07-07,6.95,52429464.75,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000503,国新健康,SZSE,主板,A_SHARE,listed,1992-11-30,False,False,2026-07-07,6.18,90712197.65,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000504,南华生物,SZSE,主板,A_SHARE,listed,1992-12-08,False,False,2026-07-07,7.89,57666343.25,M 科研服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000505,京粮控股,SZSE,主板,A_SHARE,listed,1992-12-21,False,False,2026-07-07,5.19,39248175.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000506,招金黄金,SZSE,主板,A_SHARE,listed,1993-03-12,False,False,2026-07-07,12.2,667258663.55,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000507,珠海港,SZSE,主板,A_SHARE,listed,1993-03-26,False,False,2026-07-07,4.67,41976489.75,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000509,华塑控股,SZSE,主板,A_SHARE,listed,1993-05-07,False,False,2026-07-07,3.27,255293866.3,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000510,新金路,SZSE,主板,A_SHARE,listed,1993-05-07,False,False,2026-07-07,19.68,1425812065.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000513,丽珠集团,SZSE,主板,A_SHARE,listed,1993-10-28,False,False,2026-07-07,30.48,185254242.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000514,渝 开 发,SZSE,主板,A_SHARE,listed,1993-07-12,False,False,2026-07-07,3.7,44357869.3,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000516,国际医学,SZSE,主板,A_SHARE,listed,1993-08-09,False,False,2026-07-07,3.91,96033567.65,Q 卫生,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000517,荣安地产,SZSE,主板,A_SHARE,listed,1993-08-06,False,False,2026-07-07,1.67,94297763.85,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000518,四环生物,SZSE,主板,A_SHARE,listed,1993-09-08,False,False,2026-07-07,3.57,160190632.2,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000519,中兵红箭,SZSE,主板,A_SHARE,listed,1993-10-08,False,False,2026-07-07,20.44,1900627137.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000520,凤凰航运,SZSE,主板,A_SHARE,listed,1993-10-25,False,False,2026-07-07,4.59,218105872.35,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000521,长虹美菱,SZSE,主板,A_SHARE,listed,1993-10-18,False,False,2026-07-07,5.65,151753906.8,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000523,红棉股份,SZSE,主板,A_SHARE,listed,1993-11-08,False,False,2026-07-07,2.63,56233420.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000524,岭南控股,SZSE,主板,A_SHARE,listed,1993-11-18,False,True,2026-06-23,8.95,73060906.2,L 商务服务,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,suspended_or_no_latest_trade
000525,红太阳,SZSE,主板,A_SHARE,listed,1993-10-28,False,False,2026-07-07,3.88,81510770.85,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000526,学大教育,SZSE,主板,A_SHARE,listed,1993-11-01,False,False,2026-07-07,27.2,81242857.7,P 教育,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000528,柳    工,SZSE,主板,A_SHARE,listed,1993-11-18,False,False,2026-07-07,8.16,296426573.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000529,广弘控股,SZSE,主板,A_SHARE,listed,1993-11-18,False,False,2026-07-07,4.55,21943898.35,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000530,冰山冷热,SZSE,主板,A_SHARE,listed,1993-12-08,False,False,2026-07-07,5.1,209055195.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000531,穗恒运Ａ,SZSE,主板,A_SHARE,listed,1994-01-06,False,False,2026-07-07,5.69,104650733.75,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000532,华金资本,SZSE,主板,A_SHARE,listed,1994-01-03,False,False,2026-07-07,10.44,88027436.0,S 综合,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000533,顺钠股份,SZSE,主板,A_SHARE,listed,1994-01-03,False,False,2026-07-07,8.87,256423055.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000534,万泽股份,SZSE,主板,A_SHARE,listed,1994-01-10,False,False,2026-07-07,31.54,697841103.9,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000536,华映科技,SZSE,主板,A_SHARE,listed,1993-11-26,False,False,2026-07-07,3.5,354761895.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000537,绿发电力,SZSE,主板,A_SHARE,listed,1993-12-10,False,False,2026-07-07,7.14,262743891.15,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000538,云南白药,SZSE,主板,A_SHARE,listed,1993-12-15,False,False,2026-07-07,48.65,468987057.5,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000539,粤电力Ａ,SZSE,主板,A_SHARE,listed,1993-11-26,False,False,2026-07-07,5.87,1130308707.3,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000541,佛山照明,SZSE,主板,A_SHARE,listed,1993-11-23,False,False,2026-07-07,5.04,84981960.1,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000543,皖能电力,SZSE,主板,A_SHARE,listed,1993-12-20,False,False,2026-07-07,7.61,329202229.3,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000544,中原环保,SZSE,主板,A_SHARE,listed,1993-12-08,False,False,2026-07-07,7.15,27279654.35,D 水电煤气,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000545,金浦钛业,SZSE,主板,A_SHARE,listed,1993-12-15,False,False,2026-07-07,2.65,191171257.95,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000546,金圆股份,SZSE,主板,A_SHARE,listed,1993-12-15,False,False,2026-07-07,4.82,144192823.7,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000547,航天发展,SZSE,主板,A_SHARE,listed,1993-11-30,False,False,2026-07-07,16.66,2116285429.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000548,湖南投资,SZSE,主板,A_SHARE,listed,1993-12-20,False,False,2026-07-07,4.11,28157806.2,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000550,江铃汽车,SZSE,主板,A_SHARE,listed,1993-12-01,False,False,2026-07-07,16.6,63069620.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000551,创元科技,SZSE,主板,A_SHARE,listed,1994-01-06,False,False,2026-07-07,19.2,665915350.6,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000552,甘肃能化,SZSE,主板,A_SHARE,listed,1994-01-06,False,False,2026-07-07,2.39,154937018.5,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000553,安道麦A,SZSE,主板,A_SHARE,listed,1993-12-03,False,False,2026-07-07,5.73,50072080.4,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000554,泰山石油,SZSE,主板,A_SHARE,listed,1993-12-15,False,False,2026-07-07,5.74,77393238.45,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000555,神州信息,SZSE,主板,A_SHARE,listed,1994-04-08,False,False,2026-07-07,9.73,228066228.45,I 信息技术,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000557,西部创业,SZSE,主板,A_SHARE,listed,1994-06-17,False,False,2026-07-07,3.52,37519828.15,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000558,天府文旅,SZSE,主板,A_SHARE,listed,1994-05-09,False,False,2026-07-07,3.2,165849206.65,N 公共环保,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000559,万向钱潮,SZSE,主板,A_SHARE,listed,1994-01-10,False,False,2026-07-07,12.6,823097764.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000560,我爱我家,SZSE,主板,A_SHARE,listed,1994-02-02,False,False,2026-07-07,2.01,151910489.95,K 房地产,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000561,烽火电子,SZSE,主板,A_SHARE,listed,1994-05-09,False,False,2026-07-07,7.09,91747775.0,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000563,陕国投Ａ,SZSE,主板,A_SHARE,listed,1994-01-10,False,False,2026-07-07,2.84,131328853.1,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000564,供销大集,SZSE,主板,A_SHARE,listed,1994-01-10,False,False,2026-07-07,1.31,394262067.05,F 批发零售,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000565,渝三峡Ａ,SZSE,主板,A_SHARE,listed,1994-04-08,False,False,2026-07-07,5.81,57797709.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000566,海南海药,SZSE,主板,A_SHARE,listed,1994-05-25,False,False,2026-07-07,5.79,510535165.2,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000567,海德股份,SZSE,主板,A_SHARE,listed,1994-05-25,False,False,2026-07-07,6.0,150093885.6,J 金融业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000568,泸州老窖,SZSE,主板,A_SHARE,listed,1994-05-09,False,False,2026-07-07,76.2,1051297994.15,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000570,苏常柴Ａ,SZSE,主板,A_SHARE,listed,1994-07-01,False,False,2026-07-07,4.83,60824657.05,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000571,新大洲A,SZSE,主板,A_SHARE,listed,1994-05-25,False,False,2026-07-07,6.52,249272795.05,B 采矿业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000572,海马汽车,SZSE,主板,A_SHARE,listed,1994-08-08,False,False,2026-07-07,3.58,218276767.65,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000573,粤宏远Ａ,SZSE,主板,A_SHARE,listed,1994-08-15,False,False,2026-07-07,3.39,77806315.45,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000576,甘化科工,SZSE,主板,A_SHARE,listed,1994-09-07,False,False,2026-07-07,7.31,80557730.25,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000581,威孚高科,SZSE,主板,A_SHARE,listed,1998-09-24,False,False,2026-07-07,17.81,156291175.7,C 制造业,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
000582,北部湾港,SZSE,主板,A_SHARE,listed,1995-11-02,False,False,2026-07-07,10.95,486318234.3,G 运输仓储,SZSE ShowReport CATALOGID=1110 TABKEY=tab1,
