quant_rank,code,stock_name,industry,industry_source,industry_update_date,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons
1,002739,儒意电影,R87广播、电视、电影和录音制作业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.43,0.1128,0.356,30.8657,9.03,9.31,10.07,10.8,3.7861,0.0107,MEDIUM,0.66,26.0396,0.8135,766563018.95,80.8853,PRIORITY_RESEARCH,,,
2,002129,TCL中环,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.66,0.3888,0.928,40.448,10.66,9.71,9.65,9.2,2.4074,1.8559,STRONG,0.82,3.9211,16.0182,3793434970.5,76.6939,PRIORITY_RESEARCH,,,
3,002841,视源股份,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,52.45,0.5456,1.0,62.9388,37.66,37.31,37.25,37.86,8.9331,3.0711,STRONG,2.74,56.6711,49.4688,516839874.95,72.9,PRIORITY_RESEARCH,,,
4,002049,紫光国微,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,85.83,0.5136,0.928,38.6591,82.49,78.61,77.41,76.5,3.6704,1.7016,STRONG,5.3,18.8656,17.7094,3990795234.35,71.5575,PRIORITY_RESEARCH,,,
5,000810,创维数字,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.84,0.56,0.808,27.8884,12.21,12.14,11.85,12.14,2.7733,0.2063,STRONG,0.81,26.5776,3.8293,404844725.05,69.6634,PRIORITY_RESEARCH,,,
6,002415,海康威视,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,34.45,0.648,0.956,25.5924,33.23,32.99,32.21,31.19,3.015,0.7985,STRONG,1.74,13.5991,1.0793,3370829552.25,69.3678,PRIORITY_RESEARCH,,,
7,002180,奔图科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,16.54,0.0288,0.144,25.0189,15.23,16.62,18.19,20.27,2.1767,-0.1801,WEAK,0.93,13.3909,-5.7464,476245977.0,68.7373,PRIORITY_RESEARCH,,,
8,000818,航锦科技,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.23,0.02,0.092,16.2582,13.8,14.77,18.17,20.16,3.1083,-0.5342,WEAK,1.31,13.3547,-10.1329,640441968.05,68.7222,PRIORITY_RESEARCH,,,
9,002714,牧原股份,A03畜牧业,baostock.query_stock_industry,2026-07-06,2026-07-10,38.14,0.1136,0.12,17.8616,35.52,39.08,42.71,46.36,2.48,-1.2446,WEAK,1.86,10.3402,-18.0856,2632285521.9,67.6255,PRIORITY_RESEARCH,,,
10,002311,海大集团,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,44.91,0.1544,0.076,9.0049,44.15,45.9,49.41,54.04,0.9201,-0.6684,WEAK,1.84,-1.2886,-11.0269,484757611.7,66.8343,PRIORITY_RESEARCH,,,
11,000661,长春高新,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,69.5,0.02,0.1,10.6688,66.43,75.76,83.76,96.14,0.3869,-1.9795,WEAK,3.78,6.7426,-23.0044,657379462.85,66.7738,PRIORITY_RESEARCH,,,
12,002038,双鹭药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.38,0.0536,0.232,26.839,5.72,6.19,6.57,7.15,3.2089,-2.0453,WEAK,0.64,18.8398,-15.6994,327573348.9,66.3382,PRIORITY_RESEARCH,,,
13,000963,华东医药,F52零售业,baostock.query_stock_industry,2026-07-06,2026-07-10,29.38,0.0712,0.12,11.2457,28.77,30.62,33.41,37.84,0.8819,-1.7295,WEAK,1.49,-0.4526,-20.3227,654719663.75,66.3225,PRIORITY_RESEARCH,,,
14,000021,深科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,57.91,0.9976,0.988,221.5436,51.18,39.98,34.93,28.76,8.9363,5.9529,STRONG,5.52,46.8723,100.5574,10547289251.1,66.1,HARD_REJECT,price_too_high,,price_too_high
15,000551,创元科技,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,18.65,0.9944,0.972,77.113,17.85,16.48,15.48,13.51,5.6618,2.5966,STRONG,1.65,23.1054,26.9043,729064700.2,66.1,HARD_REJECT,price_too_high,,price_too_high
16,000725,京东方Ａ,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.59,0.9928,0.964,98.6911,7.43,5.66,4.96,4.5,5.4006,5.8248,STRONG,0.72,28.8778,83.9037,28112160784.15,66.1,HARD_REJECT,price_too_high,,price_too_high
17,000811,冰轮环境,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,53.47,0.996,0.98,429.4059,47.49,34.9,26.43,19.93,13.0562,9.0476,STRONG,5.32,68.9758,183.0394,2541483514.0,66.1,HARD_REJECT,price_too_high,,price_too_high
18,002137,实益达,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.02,0.9984,0.996,55.2972,10.74,9.48,9.18,8.99,2.9962,3.0822,STRONG,0.94,19.9808,41.44,954934347.5,66.1,HARD_REJECT,price_too_high,,price_too_high
19,002141,贤丰控股,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.15,0.856,0.968,69.967,4.88,4.01,3.96,3.94,12.8279,3.8251,STRONG,0.55,50.1597,31.8096,848437789.6,66.1,HARD_REJECT,price_too_high,,price_too_high
20,002156,通富微电,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,70.95,0.9912,0.956,184.8254,68.93,61.98,54.52,44.03,2.0778,3.3823,STRONG,6.02,16.762,50.9879,10917700405.8,66.1,HARD_REJECT,price_too_high,,price_too_high
21,002158,汉钟精机,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,36.89,0.9992,0.996,116.3636,34.06,30.89,27.89,25.3,5.8373,3.2857,STRONG,3.07,35.1671,47.6272,803100842.75,66.1,HARD_REJECT,price_too_high,,price_too_high
22,002174,游族网络,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,12.74,0.7392,0.76,41.8708,12.12,11.19,11.1,12.12,3.6556,2.0726,STRONG,0.75,26.9872,28.1365,576437225.8,66.1,PRIORITY_RESEARCH,,,
23,002185,华天科技,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,25.31,1.0,1.0,188.9269,20.7,17.12,15.25,12.96,6.7296,5.3465,STRONG,2.1,49.7936,100.3397,10101310560.45,66.1,HARD_REJECT,price_too_high,,price_too_high
24,002208,合肥城建,K70房地产业,baostock.query_stock_industry,2026-07-06,2026-07-10,19.43,0.992,0.96,199.3837,17.9,16.89,15.52,12.35,3.7834,3.3644,STRONG,1.6,23.2404,56.5439,1600155514.9,66.1,HARD_REJECT,price_too_high,,price_too_high
25,002317,众生药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,29.54,0.972,1.0,97.592,24.66,22.35,20.8,20.38,5.9945,3.4683,STRONG,2.1,28.4782,56.2844,1285660848.7,66.1,HARD_REJECT,price_too_high,,price_too_high
26,002354,天娱数科,I64互联网和相关服务,baostock.query_stock_industry,2026-07-06,2026-07-10,8.54,0.9912,0.964,57.8558,8.44,7.16,6.91,6.9,1.7365,3.2214,STRONG,0.85,5.7067,46.7167,3628281793.05,66.1,HARD_REJECT,price_too_high,,price_too_high
27,002364,中恒电气,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,56.05,0.9968,0.984,284.1672,52.69,49.68,40.72,31.79,0.5074,3.6028,STRONG,4.82,13.147,40.6607,2490329094.1,66.1,HARD_REJECT,price_too_high,,price_too_high
28,002371,北方华创,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,801.0,0.992,0.96,151.4124,787.52,643.74,558.4,474.88,6.9886,4.8353,STRONG,64.7,24.3362,65.09,10554273919.35,66.1,HARD_REJECT,price_too_high,,price_too_high
29,002409,雅克科技,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,207.17,0.996,0.98,292.2931,181.57,129.14,109.1,87.1,11.9993,7.8033,STRONG,19.22,52.3647,137.7004,7215936997.6,66.1,HARD_REJECT,price_too_high,,price_too_high
30,002457,青龙管业,C30非金属矿物制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.76,1.0,1.0,50.8134,13.44,12.39,12.24,11.9,5.2972,2.8664,STRONG,0.99,32.5889,38.7088,594236371.1,66.1,HARD_REJECT,price_too_high,,price_too_high
31,002536,飞龙股份,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,52.84,0.9984,0.992,257.5101,48.13,43.31,37.18,29.97,6.9619,4.1039,STRONG,4.24,29.2873,47.3617,2271315414.55,66.1,HARD_REJECT,price_too_high,,price_too_high
32,002674,兴业科技,C19皮革、毛皮、羽毛及其制品和制鞋业,baostock.query_stock_industry,2026-07-06,2026-07-10,30.8,0.9984,0.992,214.2857,24.6,17.71,15.79,14.42,16.0949,8.2134,STRONG,3.47,93.5025,125.5886,601728809.85,66.1,HARD_REJECT,price_too_high,,price_too_high
33,002745,木林森,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.84,0.844,1.0,62.7376,11.76,10.33,9.73,9.33,5.7147,3.0394,STRONG,0.95,37.8007,47.6989,1232494393.95,66.1,HARD_REJECT,price_too_high,,price_too_high
34,002747,埃斯顿,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,42.78,0.9968,0.984,120.857,38.74,30.08,26.41,24.63,7.1372,7.2753,STRONG,3.74,26.965,102.9342,4518110837.2,66.1,HARD_REJECT,price_too_high,,price_too_high
35,002821,凯莱英,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,165.41,0.7392,0.992,91.4025,144.37,127.89,115.53,108.08,8.4164,2.5337,STRONG,14.67,44.2837,32.3139,1925107016.75,66.1,PRIORITY_RESEARCH,,,
36,002851,麦格米特,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,161.79,0.9936,0.968,238.9692,160.9,137.7,125.37,98.08,0.7921,3.2386,STRONG,12.83,14.7425,50.4633,5845039713.65,66.1,HARD_REJECT,price_too_high,,price_too_high
37,002965,祥鑫科技,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,51.41,0.824,0.98,85.5287,47.71,38.41,36.27,38.41,8.6402,5.1865,STRONG,3.94,32.083,63.8477,1029747775.15,66.1,HARD_REJECT,price_too_high,,price_too_high
38,002979,雷赛智能,C40仪器仪表制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,66.01,0.9968,0.984,89.3031,58.33,53.39,46.43,44.98,6.283,4.801,STRONG,4.51,27.8419,63.5306,1072380326.45,66.1,HARD_REJECT,price_too_high,,price_too_high
39,003043,华亚智能,C33金属制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,94.05,0.9856,0.972,128.0,90.82,71.03,61.69,54.43,6.8122,5.3122,STRONG,8.78,13.3703,71.1637,816943147.95,66.1,HARD_REJECT,price_too_high,,price_too_high
40,002653,海思科,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,69.33,0.9968,0.984,64.328,60.82,55.94,53.38,53.67,9.2989,1.8164,STRONG,6.62,39.5751,9.9156,885941167.45,66.0491,HARD_REJECT,price_too_high,,price_too_high
41,000876,新 希 望,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.14,0.0176,0.088,20.0,6.59,7.68,8.18,8.96,0.8726,-1.3088,WEAK,0.38,6.7073,-20.925,431033990.15,66.0283,PRIORITY_RESEARCH,,,
42,002631,德尔未来,C20木材加工和木、竹、藤、棕、草制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.68,0.9896,0.956,106.8376,9.58,8.3,7.32,6.23,5.9858,3.0273,STRONG,0.8,23.5924,29.8242,506829520.3,66.0001,HARD_REJECT,price_too_high,,price_too_high
43,002422,科伦药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,44.07,0.9976,0.988,52.8616,39.92,36.04,34.3,34.64,5.4767,2.2857,STRONG,3.68,14.4192,22.679,1470532383.35,64.8098,HARD_REJECT,price_too_high,,price_too_high
44,002563,森马服饰,C18纺织服装、服饰业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.54,0.3232,0.608,9.9206,5.36,5.53,5.49,5.53,0.7707,0.4572,MEDIUM,0.17,-1.491,1.2914,97076504.7,64.7498,PRIORITY_RESEARCH,,,
45,002120,韵达股份,G60邮政业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.72,0.0584,0.136,8.2126,6.56,7.01,6.93,7.2,0.799,0.1285,WEAK,0.25,1.7566,-2.9232,254565915.55,64.6173,PRIORITY_RESEARCH,,,
46,002272,川润股份,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,23.74,0.9952,0.976,124.1737,22.66,20.98,19.21,16.99,3.3478,1.4914,STRONG,1.86,12.7689,20.3166,1379069735.0,64.4086,HARD_REJECT,price_too_high,,price_too_high
47,002077,大港股份,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,19.17,0.9576,0.988,37.3209,18.3,17.35,16.96,16.3,4.1541,1.7075,STRONG,1.13,16.2965,16.4364,951655814.4,64.3733,HARD_REJECT,price_too_high,,price_too_high
48,002268,电科网安,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.34,0.1168,0.144,24.7154,13.6,14.78,16.96,17.53,3.0177,-1.0544,WEAK,0.79,18.5329,-15.5577,219895120.25,64.2928,PRIORITY_RESEARCH,,,
49,001331,胜通能源,D45燃气生产和供应业,baostock.query_stock_industry,2026-07-06,2026-07-10,61.71,0.9922,0.972,539.4819,60.23,54.93,50.47,30.69,4.1306,0.9195,STRONG,7.48,21.2708,10.2428,822911320.25,64.2514,HARD_REJECT,price_too_high,,price_too_high
50,002860,星帅尔,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,16.32,0.792,0.988,36.3409,14.8,13.82,13.66,13.73,6.8366,2.7127,STRONG,0.93,21.1197,29.0086,332775315.45,63.8055,HARD_REJECT,price_too_high,,price_too_high
51,002126,银轮股份,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,54.5,0.9952,0.976,140.9372,50.79,50.45,47.21,40.47,2.8148,1.5415,STRONG,4.13,15.1172,10.9346,1518838098.75,63.7052,HARD_REJECT,price_too_high,,price_too_high
52,001314,亿道信息,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,61.24,0.9841,0.992,58.7351,58.24,54.68,50.02,48.87,2.3739,2.7214,STRONG,3.92,18.0653,39.9321,325322436.3,63.6887,HARD_REJECT,price_too_high,,price_too_high
53,003004,声迅股份,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,83.01,0.9992,0.996,362.709,73.37,54.6,41.67,30.51,5.3078,8.5669,STRONG,6.14,28.0083,176.238,324813998.05,63.6806,HARD_REJECT,price_too_high,,price_too_high
54,002132,恒星科技,C33金属制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.44,0.856,0.916,62.3881,5.43,5.25,4.56,4.15,0.3327,2.6276,STRONG,0.5,0.5618,24.7824,654728201.05,63.6344,HARD_REJECT,price_too_high,,price_too_high
55,002603,以岭药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.51,0.1432,0.144,9.3794,15.34,16.03,16.67,16.81,0.232,-0.6691,WEAK,0.64,0.5276,-11.0,248294278.05,63.5603,PRIORITY_RESEARCH,,,
56,002266,浙富控股,N77生态保护和环境治理业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.21,0.8416,0.9,68.0645,5.1,5.07,4.86,4.4,3.3242,1.8463,STRONG,0.31,10.2523,13.7068,714383924.15,63.4959,HARD_REJECT,price_too_high,,price_too_high
57,002223,鱼跃医疗,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,26.02,0.06,0.076,5.2589,25.77,27.84,32.71,34.72,0.5246,-1.9594,WEAK,0.9,1.4537,-23.9512,303320748.85,63.3787,PRIORITY_RESEARCH,,,
58,002123,梦网科技,I65软件和信息技术服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.66,0.1264,0.12,20.9497,7.83,8.8,10.15,11.81,2.145,-1.4498,WEAK,0.46,15.8745,-18.0066,198318609.15,63.2664,PRIORITY_RESEARCH,,,
59,000567,海德股份,J69其他金融业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.97,0.1688,0.328,18.4524,5.95,5.98,5.82,6.31,1.5788,1.0866,WEAK,0.27,7.2346,5.3089,141982969.2,63.1007,PRIORITY_RESEARCH,,,
60,002025,航天电器,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,79.29,0.9752,0.96,95.9713,73.98,72.35,65.09,56.29,8.6073,1.4473,STRONG,7.38,18.7164,-1.9389,2298063556.6,62.7777,HARD_REJECT,price_too_high,,price_too_high
61,002472,双环传动,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,43.55,0.9576,0.788,40.3933,42.14,41.42,41.06,40.41,0.429,1.4195,STRONG,2.68,4.7018,10.2923,2141301952.85,62.5994,HARD_REJECT,price_too_high,,price_too_high
62,001298,好上好,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,21.42,0.1205,0.116,8.8968,20.51,22.14,26.31,29.54,0.3964,-3.0534,WEAK,1.12,7.1448,-32.3368,263885547.25,62.3974,PRIORITY_RESEARCH,,,
63,002458,益生股份,A03畜牧业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.84,0.2304,0.432,13.7709,8.4,9.23,9.37,9.05,2.5328,-0.7225,WEAK,0.57,9.1891,-14.9601,449409506.3,61.9915,PRIORITY_RESEARCH,,,
64,002850,科达利,C33金属制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,200.45,0.984,0.92,88.4814,196.81,194.7,180.27,162.58,3.1383,1.1171,STRONG,12.73,3.973,3.9762,1565831113.3,61.8949,HARD_REJECT,price_too_high,,price_too_high
65,000518,四环生物,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.06,0.9936,0.988,82.0628,3.38,3.31,3.03,2.71,4.2058,2.3675,STRONG,0.21,29.6569,32.4753,211409937.25,61.4982,HARD_REJECT,price_too_high,,price_too_high
66,000566,海南海药,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,4.95,0.6272,0.152,33.4232,4.72,4.67,5.36,5.99,8.8751,0.1,MEDIUM,0.62,29.296,-12.083,708800608.9,61.2213,PRIORITY_RESEARCH,,,
67,000756,新华制药,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,14.36,0.2584,0.18,20.1674,13.48,13.79,14.68,15.56,3.3938,-0.3552,WEAK,1.06,16.4906,-6.2793,275341755.15,61.0542,PRIORITY_RESEARCH,,,
68,000301,东方盛虹,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.55,0.5888,0.84,50.2994,12.17,12.32,12.09,10.74,2.4404,0.9902,MEDIUM,0.81,6.7856,8.0214,478469362.45,60.578,PRIORITY_RESEARCH,,,
69,002675,东诚药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.83,0.1856,0.18,4.8203,12.66,12.92,13.3,14.37,0.4681,-0.8912,WEAK,0.49,2.9133,-11.7314,123335642.8,60.2953,PRIORITY_RESEARCH,,,
70,002100,天康生物,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.45,0.1464,0.18,10.6346,6.27,6.94,7.12,7.09,0.7711,-1.4731,WEAK,0.29,0.9078,-21.208,156645782.65,60.2905,PRIORITY_RESEARCH,,,
71,002861,瀛通通讯,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,21.15,0.9888,0.944,48.7342,20.88,18.58,18.45,18.07,4.7766,2.8237,STRONG,1.24,15.54,26.8512,174002812.3,59.7725,HARD_REJECT,price_too_high,,price_too_high
72,002774,快意电梯,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,15.9,1.0,1.0,85.5309,13.61,12.55,11.88,10.98,6.5171,2.762,STRONG,1.1,46.1845,43.0616,145641480.95,59.6686,HARD_REJECT,price_too_high,,price_too_high
73,002329,皇氏集团,C14食品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.25,0.1104,0.076,22.6415,2.99,3.8,3.85,3.84,-0.1836,-1.6398,WEAK,0.19,3.5278,-29.7211,151527002.0,59.5403,PRIORITY_RESEARCH,,,
74,002127,南极电商,L72商务服务业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.82,0.1032,0.188,7.6336,2.72,2.91,3.0,3.33,-0.0734,-0.0114,WEAK,0.12,2.7482,-4.4338,86749801.55,59.3959,PRIORITY_RESEARCH,,,
75,002838,道恩股份,C29橡胶和塑料制品业,baostock.query_stock_industry,2026-07-06,2026-07-10,33.46,0.9808,0.904,87.1365,33.25,32.89,30.01,26.93,0.3835,1.4922,STRONG,2.06,1.1073,16.93,261122334.6,59.3668,HARD_REJECT,price_too_high,,price_too_high
76,002668,TCL智家,C38电气机械和器材制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.48,0.8256,0.736,21.5777,10.44,9.86,9.76,10.07,3.2269,1.2773,STRONG,0.53,9.3544,8.8635,257449628.15,59.3129,HARD_REJECT,price_too_high,,price_too_high
77,001256,炜冈科技,C35专用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,27.71,0.9724,0.972,36.8395,26.95,25.25,23.94,23.16,4.6528,1.9098,STRONG,2.24,17.9745,12.9815,197439663.55,59.2531,HARD_REJECT,price_too_high,,price_too_high
78,000848,承德露露,C15酒、饮料和精制茶制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.93,0.1136,0.108,8.4815,7.75,8.24,8.27,8.53,0.8592,-0.004,WEAK,0.22,1.9443,-8.7763,93526234.6,59.218,PRIORITY_RESEARCH,,,
79,000516,国际医学,Q84卫生,baostock.query_stock_industry,2026-07-06,2026-07-10,4.1,0.02,0.092,6.2176,4.0,4.29,4.65,4.84,0.0125,-1.5939,WEAK,0.14,4.9067,-17.753,105945691.85,59.1847,PRIORITY_RESEARCH,,,
80,000800,一汽解放,C36汽车制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,6.14,0.0216,0.108,4.9573,6.12,6.36,6.59,6.83,0.807,-0.8445,WEAK,0.19,0.6825,-18.7992,117599640.7,59.1419,PRIORITY_RESEARCH,,,
81,002152,广电运通,C39计算机、通信和其他电子设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,10.27,0.2576,0.1,12.1179,9.78,10.81,11.83,12.55,0.0819,-1.3952,WEAK,0.4,6.1159,-18.4204,280052919.3,58.8893,PRIORITY_RESEARCH,,,
82,002728,特一药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.56,0.3072,0.444,19.5,8.8,9.31,10.47,10.39,2.9056,-1.5915,WEAK,0.66,15.5595,-16.7273,223977657.75,58.8709,PRIORITY_RESEARCH,,,
83,002698,博实股份,C34通用设备制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.49,0.2224,0.08,11.9176,12.16,13.1,14.31,15.4,0.629,-0.637,WEAK,0.72,7.2035,-14.513,251957523.1,58.8508,PRIORITY_RESEARCH,,,
84,003020,立方制药,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,18.74,0.1256,0.12,27.8308,15.77,19.14,22.34,25.43,1.7976,-3.1973,WEAK,0.97,21.0928,-26.1874,82183834.1,58.8158,PRIORITY_RESEARCH,,,
85,002737,葵花药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,12.53,0.036,0.18,11.7752,12.18,12.64,13.11,14.33,-0.0123,0.1465,WEAK,0.55,1.7319,-1.3062,69961720.6,58.6707,PRIORITY_RESEARCH,,,
86,000989,九芝堂,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.16,0.1872,0.108,7.6517,8.05,8.61,8.82,9.61,0.9785,-1.2819,WEAK,0.33,3.4388,-17.7175,97423920.15,58.6581,PRIORITY_RESEARCH,,,
87,002019,亿帆医药,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,9.87,0.012,0.056,5.5615,9.83,10.56,11.71,12.77,-0.1117,-2.2453,WEAK,0.42,-1.3109,-25.0291,122765148.45,58.5213,SECONDARY_RESEARCH,,falling_knife,falling_knife
88,002567,唐人神,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,3.61,0.0208,0.104,13.1661,3.42,3.77,4.03,4.41,1.3938,-1.1201,WEAK,0.16,5.8108,-16.8124,86140703.8,58.433,PRIORITY_RESEARCH,,,
89,000545,金浦钛业,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,2.68,0.2864,0.22,15.5172,2.58,2.71,2.98,2.96,2.9976,-1.1776,WEAK,0.19,14.2064,-16.5649,209742075.45,58.4228,PRIORITY_RESEARCH,,,
90,002301,齐心集团,C24文教、工美、体育和娱乐用品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,8.25,0.9168,0.948,33.9286,7.79,7.61,7.57,7.31,2.9322,1.5146,STRONG,0.42,10.1756,16.3569,177198127.85,58.276,HARD_REJECT,price_too_high,,price_too_high
91,002601,龙佰集团,C26化学原料和化学制品制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,16.0,0.052,0.084,14.86,16.39,16.33,18.18,18.23,2.7751,-0.7316,NONE,0.85,9.7231,-13.0574,835288364.7,58.2666,PRIORITY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
92,000650,仁和药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.26,0.0208,0.076,5.4108,5.21,5.43,5.67,5.86,0.3657,-0.8882,WEAK,0.17,1.2232,-14.3653,85794026.1,58.201,PRIORITY_RESEARCH,,,
93,002867,周大生,F51批发业,baostock.query_stock_industry,2026-07-06,2026-07-10,11.86,0.088,0.084,6.3677,11.83,12.31,12.31,12.76,-0.1857,0.1586,WEAK,0.3,-2.3125,-3.6691,71517732.2,58.1238,PRIORITY_RESEARCH,,,
94,002840,华统股份,C13农副食品加工业,baostock.query_stock_industry,2026-07-06,2026-07-10,7.85,0.0104,0.052,9.0278,7.81,9.81,10.05,10.33,-0.1087,-4.0868,WEAK,0.46,-3.7953,-42.9134,172018508.85,58.1063,SECONDARY_RESEARCH,,falling_knife,falling_knife
95,002262,恩华药业,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,19.94,0.3064,0.1,9.3801,19.3,20.45,21.83,23.25,0.8253,-1.0372,WEAK,0.76,3.8025,-14.0849,222046034.75,57.9159,SECONDARY_RESEARCH,,,
96,000788,北大医药,C27医药制造业,baostock.query_stock_industry,2026-07-06,2026-07-10,5.23,0.068,0.072,8.7318,5.17,5.62,5.96,6.22,-0.1833,-2.0139,WEAK,0.24,1.8449,-19.2546,88211949.45,57.8979,SECONDARY_RESEARCH,,,
