date,nav,cash_weight,turnover,w_601899,w_603993,w_600549,w_000657,w_600406,w_600312,w_000400,w_603986,w_603501,w_600460
2020-11-04,1.2633827107404012,0.6512054685657741,0.0,0.026521561034203875,0.044156667488411364,0.048495677332356574,0.05565485509867526,0.0,0.03675367717757509,0.0,0.05753465737606003,0.062469323541015684,0.01720811238592795
2020-11-05,1.2681356099046264,0.6487647880083393,0.0,0.02638330363500072,0.04457615981806698,0.04876196084853106,0.05567680970587397,0.0,0.037491905617389895,0.0,0.05782237991447554,0.06312068504061759,0.017402007411704987
2020-11-06,1.2737412752783823,0.6459096098191457,0.0,0.02707957955174157,0.04484591416342474,0.04906777796469405,0.05508748236046316,0.0,0.03726876420273518,0.0,0.05905940638605186,0.06440078304967294,0.01728068250207082
2020-11-09,1.2932935375910362,0.6361446231750684,0.0,0.027470290777281525,0.04520042188968597,0.04905817333144663,0.055950117225147825,0.0,0.03722069122056568,0.0,0.06171160278840455,0.06925525832645779,0.01798882126594163
2020-11-10,1.2782315970993192,0.6436405828119074,0.0,0.02632911455701657,0.04445622677985062,0.048710197046591484,0.05592322642981044,0.0,0.037195779469454904,0.0,0.060040943638236074,0.06581521540585722,0.017888713861275402
2020-11-11,1.2637240966175385,0.6510295501428542,0.0,0.026046495313885223,0.04473176998792217,0.050168601265487035,0.0569122486680736,0.0,0.03691955584769176,0.0,0.056681263190086865,0.05991247698811542,0.017598038595883766
2020-11-12,1.2643006721642602,0.6507326526349511,0.0,0.02650230472083955,0.04494607573097543,0.04988357132272803,0.056192558936552305,0.0,0.0367269917074359,0.0,0.05704409611950492,0.06040427254668001,0.017567476280332738
2020-11-13,1.267880660048581,0.6488952438899707,0.0,0.026310881020311913,0.04622342184313896,0.05045226337295423,0.056495077934476674,0.0,0.03650646867237529,0.0,0.057933899963469364,0.05953003124693863,0.017652712056364393
2020-11-16,1.2767179264011985,0.6444036800240454,0.0,0.028019911781757067,0.04869254123199157,0.052179849663539085,0.05816499100286624,0.0,0.03712386652570034,0.0,0.05568377389628114,0.058535628377867105,0.017195757495951994
2020-11-17,1.278631979129088,0.6434390376236168,0.0,0.028055041564313675,0.047111165173355035,0.05069458456730922,0.05762061424864315,0.0,0.03672077856596578,0.0,0.05952291581835644,0.059298156033662945,0.017537706404777035
2020-11-18,1.2825970996346543,0.641449860100223,0.0,0.028698252182389396,0.04800662968207019,0.05127618132842651,0.05892413270268828,0.0,0.03689595785863899,0.0,0.05827638692326451,0.05906686401106936,0.017405735211229716
2020-11-19,1.2812099721289725,0.6421443385727736,0.0,0.02857548450776141,0.048058605016274326,0.04977955017717806,0.05853154179825497,0.0,0.03676249600259032,0.0,0.05867162934101374,0.0599072185240986,0.017569136060054984
2020-11-20,1.2880117408557477,0.6387532846393069,0.0,0.030452176981798154,0.049417508360026105,0.05153851183399711,0.059584375361253425,0.0,0.03708583636335634,0.0,0.057150348750137386,0.05876282094143865,0.01725513676868585
2020-11-23,1.2935623984285387,0.6360124035184305,0.0,0.03093098466034772,0.04989364677663725,0.052269037986139175,0.06034576308983091,0.0,0.03738470717596631,0.0,0.05773147529382821,0.05797554820832782,0.017456433290492058
2020-11-24,1.3002842252078288,0.6327245337411536,0.0,0.030733191330241345,0.05032035192110227,0.05360103782880518,0.06093318817177318,0.0,0.03787490362475979,0.0,0.057429135958125814,0.05902842185393493,0.017355235570103968
2020-11-25,1.288838671760477,0.6383434545782303,0.0,0.029209215924678813,0.04834973585767589,0.05279124349446665,0.05886561809384385,0.0,0.037406804924102234,0.0,0.05661840706782072,0.06091721491670638,0.017498305142475218
2020-11-26,1.2856306373041122,0.6399363131628514,0.0,0.03012530356969284,0.04789335459722183,0.05329126141357136,0.058216575739215855,0.0,0.03813378915617925,0.0,0.05564451124920521,0.05899529302336857,0.017763598088693686
2020-11-27,1.285775059000721,0.6398644338030663,0.0,0.030428504240548812,0.047887975087424366,0.05144404285294613,0.058551111131359676,0.0,0.038071908426011644,0.0,0.05614259489685424,0.059869987180678506,0.01773944238111028
2020-11-30,1.2905399728905897,0.6439592159814322,0.006461399971369082,0.025,0.04782582140215702,0.05066675542492068,0.05822128162509169,0.0,0.037529403893853126,0.0,0.056759306858023405,0.062441658669660456,0.0175965561448614
2020-12-01,1.2921943522293382,0.6431347635141402,0.0,0.025240701490205103,0.047994228090533164,0.050821736343564794,0.058033615731662984,0.0,0.037481355494407315,0.0,0.05681993597188088,0.06277835963189385,0.017695303731711663
2020-12-02,1.299609613814159,0.63946519039383,0.0,0.02497617179665032,0.04817703890263333,0.05085965140818219,0.05871481418465558,0.0,0.036811624336825007,0.0,0.05868259123867051,0.06296462642336531,0.019348291315187737
2020-12-03,1.292042850440602,0.6432101759256075,0.0,0.023819348939283044,0.04719603044051983,0.04965503064585103,0.0575878637258313,0.0,0.03696989151522646,0.0,0.05844987955686786,0.06284524844709831,0.020266530803714617
2020-12-04,1.303702751196281,0.6374575096759938,0.0,0.024297086364503243,0.04813958624890865,0.05022783678729569,0.059875999787869984,0.0,0.03658243959032082,0.0,0.058883054099196974,0.06244050111629372,0.02209598632961716
2020-12-07,1.2987418757347589,0.6398924410327159,0.0,0.023545745624713975,0.0472953087761766,0.050018670479930555,0.05897915502936424,0.0,0.036151955421018386,0.0,0.058425342735831554,0.062457918540499244,0.0232334623597495
2020-12-08,1.294866995067699,0.6418073148060071,0.0,0.023888351889208695,0.046634767497434074,0.04998552174327382,0.05723647790623924,0.0,0.03620294725180008,0.0,0.0584632455850538,0.06297349096781135,0.022807882353171896
2020-12-09,1.2886350126908035,0.6449111664287267,0.0,0.023456954801663762,0.04732084189806358,0.049455660800056846,0.05637889566652376,0.0,0.03614815177612249,0.0,0.057027985742034853,0.06302338177742774,0.022276961109380287
2020-12-10,1.2959751555923564,0.6412585191538409,0.0,0.022901123428051333,0.045450053489831076,0.04935822680777809,0.05549559728161452,0.0,0.039143465654036355,0.0,0.057428168909764904,0.06707788713367871,0.02188695814140415
2020-12-11,1.2876495128177925,0.6454047478468783,0.0,0.022714709750360475,0.0450525790586173,0.04846392887944924,0.05574089368656399,0.0,0.03801624084626217,0.0,0.055210686043426674,0.06761114831149223,0.021785065576949668
2020-12-14,1.297330302421121,0.6405886824537902,0.0,0.0227564776788637,0.048147318146503394,0.04824827259600104,0.05543762848020271,0.0,0.037675476352626955,0.0,0.05618887497863041,0.06798404562710723,0.022973223686274368
2020-12-15,1.2923430752233513,0.6430607514894562,0.0,0.02238983412461951,0.049136760050451284,0.04865428908535866,0.054633549074993785,0.0,0.03759165082712815,0.0,0.05621754834728804,0.06613564571324179,0.022179971287462685
2020-12-16,1.2915715225736506,0.6434448999613438,0.0,0.02252447155007742,0.04847686855018179,0.04882999055376723,0.055232088340557754,0.0,0.03778612287666812,0.0,0.0557333745753393,0.06608781452514034,0.02188436906692431
2020-12-17,1.306430939225422,0.6361263226267837,0.0,0.023467107508006544,0.0526953255055605,0.05077530661429338,0.05672984612462747,0.0,0.03729965505136059,0.0,0.05572378367077014,0.0655362928700078,0.021646360028589908
2020-12-18,1.3140472326711088,0.6324392978218969,0.0,0.02428459642787193,0.05182535402371216,0.05415628697288968,0.05773597244817095,0.0,0.03764704258413461,0.0,0.05447938630926703,0.06632315386807337,0.021108909543983412
2020-12-21,1.3227849036209887,0.628261712739837,0.0,0.024656988315082055,0.05271681893955913,0.05737796863715128,0.0577966360975303,0.0,0.0382381482462295,0.0,0.05365994084360721,0.06422213329902081,0.023069652881982695
2020-12-22,1.3057780614947316,0.636444380283131,0.0,0.0232689406211172,0.049767441051691154,0.05703746708904599,0.05731795622299625,0.0,0.03930332075589175,0.0,0.05254311268779133,0.06094726238073848,0.023370118907596816
2020-12-23,1.3151750457471754,0.6318969568519944,0.0,0.023162226001898188,0.049975912689743204,0.05742195886627583,0.05846450639793098,0.0,0.03885356822185103,0.0,0.05243347808260595,0.062270107176204556,0.025521285711495794
2020-12-24,1.3200599512308269,0.6295586108497913,0.0,0.02343244971492253,0.050128160868653224,0.057819223963399766,0.05780520567762255,0.0,0.04039282424036723,0.0,0.05076575122582199,0.06517817151194598,0.024919601947475476
2020-12-25,1.3273913715487238,0.6260814458705539,0.0,0.024246948223219558,0.05488113314327407,0.058462965319556956,0.059908716133417673,0.0,0.04039289258903135,0.0,0.04891675961132157,0.06199445670955173,0.02511468240007321
2020-12-28,1.329675897805914,0.6250057705841242,0.0,0.024646991717888648,0.06025436738065468,0.05633282861137107,0.05848654122256503,0.0,0.03876402113876445,0.0,0.04913370501836009,0.06297924445549259,0.02439652987077926
2020-12-29,1.322070257023007,0.6286013203312388,0.0,0.023900294789350376,0.05813207065896592,0.05407833212088331,0.05605876522901083,0.0,0.03753061201644601,0.0,0.05197991315086595,0.06272489215165164,0.026993799551587115
2020-12-30,1.331423015048005,0.6241856267636762,0.0,0.024173526741033423,0.05928381458181318,0.05433856567903639,0.05862937982280524,0.0,0.037378217937669656,0.0,0.05199146796148997,0.06387863927679606,0.026140761235679908
2020-12-31,1.339422403104946,0.6346007729064199,0.014151729840188643,0.02408728020611639,0.05,0.05422537088990916,0.057950997999202086,0.0,0.03732032755980646,0.0,0.052281602360210226,0.06453364807833573,0.025
2021-01-04,1.3516593115105644,0.6288555740489415,0.0,0.02578106642292587,0.05173196442241984,0.05471526653730856,0.0598055994515579,0.0,0.037311190293137994,0.0,0.052104374163356004,0.06366110926401204,0.026033855396340205
2021-01-05,1.3670775861497457,0.6217631690184604,0.0,0.025919912316182944,0.04993892387739802,0.054132806721056415,0.05934495123619105,0.0,0.037161239003543664,0.0,0.054181129507778765,0.06923668393606561,0.02832118438332315
2021-01-06,1.3694505320454746,0.6206857950458248,0.0,0.026618369148430528,0.05278488468916554,0.05255232916224179,0.05785446669070654,0.0,0.03661015371088201,0.0,0.052744405495341304,0.07210453141469182,0.02804506464271568
2021-01-07,1.3817315232268315,0.6151690671958662,0.0,0.028082004228061973,0.05710278640639756,0.05352443528553302,0.0586097752503569,0.0,0.0349448485511095,0.0,0.05146533148230951,0.07291460247207268,0.02818714912829269
2021-01-08,1.378112247273407,0.6167846588260818,0.0,0.028581926636552294,0.057509876100223394,0.05201588752476804,0.05717262464375893,0.0,0.03530530843605401,0.0,0.0521151374263289,0.07219454758719991,0.028320032819032753
2021-01-11,1.3614135950164707,0.6243499369846455,0.0,0.027206906556014862,0.053183252713899024,0.04955865501323157,0.05529694049051535,0.0,0.03454163374060119,0.0,0.05317857264735856,0.07589344122747961,0.02679066062625436
2021-01-12,1.3707294577526217,0.6201066792948242,0.0,0.027593290427503032,0.053769667098802564,0.04915275717690889,0.055134412867648835,0.0,0.03506325122466868,0.0,0.053323485303390185,0.07891255340144966,0.02694390320480393
2021-01-13,1.3700024655638128,0.620435739076399,0.0,0.027064919643426964,0.05034959742427422,0.05004283940019127,0.053669876188494274,0.0,0.03643323881017326,0.0,0.05567769426991844,0.07821338851311321,0.028112706674009252
2021-01-14,1.3579076576958098,0.6259619256444201,0.0,0.026671633022143364,0.04949331383108427,0.04881491398929006,0.051994912345348164,0.0,0.03664867420369644,0.0,0.057292831606195305,0.0775959964160414,0.025525798941780867
2021-01-15,1.359674438317,0.6251485416690618,0.0,0.026953739549788323,0.05012396110294298,0.04847290328045224,0.05214236948493594,0.0,0.03621979142426639,0.0,0.056014924279508445,0.0786755070705856,0.026248262138458343
2021-01-18,1.3766807008103819,0.6174260246099348,0.0,0.026962069561962957,0.04856101001890441,0.04980008314325818,0.051179704153626195,0.0,0.03636408836250704,0.0,0.05785470826474468,0.08547659060604001,0.02637572127902169
2021-01-19,1.3642132778990912,0.6230686257266045,0.0,0.026146539407556624,0.04623421507114748,0.04851987009257166,0.050147298036856296,0.0,0.03593643155051683,0.0,0.058479987912858356,0.08633668217210719,0.02513035002978106
2021-01-20,1.3755603924584072,0.6179288796905908,0.0,0.026642458509148505,0.04825709308538737,0.0516993401954651,0.049733628714313936,0.0,0.03520929414353882,0.0,0.05812648140623255,0.08728322261482684,0.025119601640496078
2021-01-21,1.3904223183787976,0.6113239704391777,0.0,0.027399599940457146,0.04859077239628367,0.05625460025689665,0.05382786912785215,0.0,0.0348329495507099,0.0,0.055603278887018194,0.08597412954391427,0.02619282985769025
2021-01-22,1.3838701678476493,0.6142183797347021,0.0,0.02716151545869567,0.05044250406272213,0.05419441842807784,0.052392640447686795,0.0,0.03510489874829956,0.0,0.0537250088911462,0.08716667317604278,0.02559396105262707
2021-01-25,1.3871691230658303,0.6127576501846886,0.0,0.02766143931578932,0.05177006020821064,0.05546495720370508,0.05542941408978399,0.0,0.03416723174735815,0.0,0.05165070673699295,0.08682261060041055,0.02427592991306073
2021-01-26,1.3740586067519855,0.6186042488157102,0.0,0.02712750194861923,0.048997520466377995,0.05957780061910633,0.05553275293067404,0.0,0.03460102816558072,0.0,0.050502868403488575,0.08197529508621079,0.023080983564232216
2021-01-27,1.371820070268461,0.6196136874511764,0.0,0.026372598950867413,0.04976628129946286,0.05750062626535875,0.05498402220149166,0.0,0.034711473765267564,0.0,0.049285379877691125,0.08456844710086571,0.023197483087818483
2021-01-28,1.349101303933739,0.6300479361928782,0.0,0.024901232171894314,0.04710231122708237,0.05752135682771308,0.05395960201434539,0.0,0.035021548871081706,0.0,0.04896253145507069,0.08042848229982337,0.022054998940110856
2021-01-29,1.3429047956622968,0.6310067751665018,0.001947131875144989,0.024811990228117416,0.048375016171716266,0.05683471640796046,0.052575694410479115,0.0,0.03336326438194384,0.0,0.05,0.08065435342945163,0.022378189803829506
2021-02-01,1.3428285982149912,0.6310425810061778,0.0,0.02700024288549274,0.04758612507120373,0.055780163369885324,0.0526875363110489,0.0,0.032537922235482436,0.0,0.05065054234437349,0.0800938135455543,0.02262107323078125
2021-02-02,1.3575423014113173,0.6242030348413802,0.0,0.027630541991456634,0.04872348164933249,0.05789600557103801,0.05308559134605349,0.0,0.03229436299932977,0.0,0.0515149570951399,0.08237571065782862,0.022276313848440914
2021-02-03,1.3565482043412336,0.6246604593590548,0.0,0.026842624977296854,0.052416125899014704,0.059439247374648375,0.05334000837851512,0.0,0.031826707367021194,0.0,0.0494971277601756,0.08051219027458821,0.02146550860968514
2021-02-04,1.344289923694295,0.6303565990718525,0.0,0.02621360990393066,0.049115947108478886,0.05645916665381883,0.05176034005065945,0.0,0.03228219523969844,0.0,0.05103857979143104,0.0789502121097899,0.02382335007034029
2021-02-05,1.3264123180420182,0.6388526500698951,0.0,0.02565183844993304,0.04639410866385092,0.0531865238303893,0.05047426959699047,0.0,0.03254980532189149,0.0,0.04886913041158372,0.08039701184103377,0.023624661814432235
2021-02-08,1.3466078879616619,0.6292715437373265,0.0,0.027302455271507358,0.04841741313923503,0.055131370523963844,0.050694265842069944,0.0,0.03211663825651708,0.0,0.04906003685395419,0.08413358347451581,0.023872692900910212
2021-02-09,1.3678760025411179,0.6194874556555602,0.0,0.028767134066086473,0.05008237566217817,0.05970851271831089,0.05492872267235478,0.0,0.03183383658971015,0.0,0.04953424519393386,0.08186959995056783,0.02378811749129763
2021-02-10,1.3841698409609988,0.6121951218632079,0.0,0.03029544628953872,0.05094347982325044,0.06488911232498552,0.05544380565171302,0.0,0.03156610642084664,0.0,0.04899684876217808,0.08186898802227152,0.023801090842008196
2021-02-18,1.4120498599713196,0.6001077217512043,0.0,0.03266423748693213,0.05495649111790746,0.06910696881786399,0.05548784637834911,0.0,0.031467309041984214,0.0,0.049399467211844364,0.08141088129201708,0.0253990769018973
2021-02-19,1.418376157134292,0.5974310976705635,0.0,0.03337429841053261,0.05387862662482194,0.06779729800197998,0.05730156466395784,0.0,0.03211013124444118,0.0,0.05095928981861372,0.08024162955381099,0.026906064011278326
2021-02-22,1.4170075708315137,0.5980081136540744,0.0,0.03583810780831032,0.057431572783946866,0.0662255180283836,0.059213786469806545,0.0,0.03219340614744188,0.0,0.04894763309638851,0.07583946610112928,0.02630239591051864
2021-02-23,1.4142937037556726,0.5991556224964187,0.0,0.0339966422348455,0.05662311329168133,0.0679260442437221,0.05798375875702185,0.0,0.03204573236279206,0.0,0.047789242772830184,0.07775419398564191,0.026725649855046323
2021-02-24,1.411158057747701,0.6004869687092117,0.0,0.03221319680570561,0.05557712511337686,0.06542637160605272,0.05966641369530356,0.0,0.032326853814369075,0.0,0.05080531696674495,0.07686599435061113,0.026631758938624354
2021-02-25,1.4011022678583516,0.6047966975042853,0.0,0.032164940599698856,0.055807402845018665,0.0635980306448972,0.057590699452473186,0.0,0.03197745715303559,0.0,0.051719233658352654,0.07621733529393618,0.026128202848302313
2021-02-26,1.383389874439652,0.6211812529777048,0.00864626668632423,0.025,0.05,0.061844871218578325,0.05695390795496497,0.0,0.032172477916418536,0.0,0.051336936243437124,0.07651055368889627,0.025
2021-03-01,1.4077934380917083,0.6104133122867368,0.0,0.024816618766261452,0.051719230550084115,0.06433779358065031,0.059496996417969884,0.0,0.03187779839034224,0.0,0.05314667435651586,0.07717286958332151,0.02701870606811778
2021-03-02,1.408149666311141,0.6102588923038642,0.0,0.02367433614136917,0.0491208394795011,0.0641870241534744,0.059585753031600394,0.0,0.03381557591813283,0.0,0.053619866113338646,0.07835858326472443,0.02737912959399482
2021-03-03,1.419544503706239,0.6053602781156089,0.0,0.02461118546375368,0.04960810689593778,0.06750743783968746,0.06281453930763169,0.0,0.033387630113588376,0.0,0.05171898285048684,0.0782605499975569,0.026731289415748358
2021-03-04,1.3953904525619039,0.615838996162954,0.0,0.023271758552396986,0.047124104340133456,0.0662329647722675,0.06358758048630474,0.0,0.033434854248005914,0.0,0.0512958547179876,0.07397488513042283,0.025239001589526987
2021-03-05,1.377703006628833,0.6237453583438441,0.0,0.022641641873847422,0.04558211675380311,0.062409451763674545,0.06206969571197968,0.0,0.034079113090545295,0.0,0.052161017915628285,0.07191749428494074,0.025394110261736783
2021-03-08,1.3694625583111073,0.6274986127557008,0.0,0.0221003871051323,0.04452722646220699,0.06333815899831229,0.06447125615913112,0.0,0.03455455681532083,0.0,0.04876049673485887,0.07041081863571343,0.02433848633362336
2021-03-09,1.3499098221409505,0.6365876012356072,0.0,0.022515300894565615,0.04559356227306356,0.06008177231394265,0.06150677197598989,0.0,0.03412245418895298,0.0,0.047397191149981956,0.06871110524591034,0.02348424072198578
2021-03-10,1.3496690544036762,0.636701162227338,0.0,0.022045226510965157,0.04450590635685682,0.06128521925145427,0.06151774418155938,0.0,0.0340736722630391,0.0,0.0467612295010196,0.06966930609973214,0.02344053360803562
2021-03-11,1.3753263713973938,0.6248232226420327,0.0,0.023797359449911393,0.04615719898089872,0.06289598260702745,0.0664283711135384,0.0,0.033814930974821994,0.0,0.046605592537554696,0.0707443932349654,0.024732948459249216
2021-03-12,1.3727984305785286,0.625973803888273,0.0,0.02344499335688215,0.04491625411277063,0.06194263668879988,0.06846735572908025,0.0,0.03484820204142688,0.0,0.045416615958446524,0.07043767483880777,0.02455246338551291
2021-03-15,1.3551121303953926,0.6341437260327358,0.0,0.023538502649855377,0.04541852748439751,0.06271614413358798,0.06774289732726695,0.0,0.0351937274542941,0.0,0.041753855848495045,0.0671003207379368,0.022392298331430416
2021-03-16,1.3525387543490708,0.6353502646766384,0.0,0.02329943662369296,0.043654463745391656,0.060350055414889844,0.06733140628959329,0.0,0.03673900874101485,0.0,0.04242178563353863,0.0686002967934666,0.02225328208177381
2021-03-17,1.3608957421664214,0.6314487061243274,0.0,0.023109341467476296,0.04363717882271798,0.06060569346670674,0.06638087552752377,0.0,0.03586040510203748,0.0,0.04578285279913903,0.0709633148480515,0.02221163184201988
2021-03-18,1.3572155058956088,0.6331609474164004,0.0,0.023360586872445143,0.0435040373172027,0.059932787351039615,0.06483761554818131,0.0,0.036285028172192625,0.0,0.04533995719095607,0.07126907492843866,0.022309965203143486
2021-03-19,1.3543799790096582,0.6344865317556239,0.0,0.022677209649778762,0.04233514278450886,0.06012817898739299,0.06313856357021753,0.0,0.036743741735525505,0.0,0.04630668254578553,0.07136906887807029,0.02281488009309655
2021-03-22,1.3578236397205454,0.6328773711274855,0.0,0.022266263813568235,0.04256291506785495,0.06032438002330536,0.06566982001089613,0.0,0.0373050278265802,0.0,0.04606113195441805,0.07039507290490307,0.022538017270988493
2021-03-23,1.3420428065430392,0.6403192590962515,0.0,0.021407644069262162,0.04128322440705536,0.05729408471765549,0.06328330033067275,0.0,0.036529712392501176,0.0,0.0462374755170772,0.07066885469100896,0.02297644477851537
2021-03-24,1.3272168292914877,0.6474720909166249,0.0,0.02000760568943778,0.0403729091803382,0.05547261548157191,0.061236768977991504,0.0,0.03727255931442898,0.0,0.04641242190707958,0.06924077970248435,0.02251224883004269
2021-03-25,1.3346107924400612,0.6438849891135483,0.0,0.0203282562711974,0.04040496424956524,0.056726235132298526,0.061992786119601045,0.0,0.03617825331242088,0.0,0.04692151624168285,0.07120453441803905,0.022358465141646727
2021-03-26,1.3445387870622054,0.6391305805604368,0.0,0.02091579840036649,0.04154503934180934,0.05849064718922991,0.06218734992473908,0.0,0.03635174241750605,0.0,0.04690044863039971,0.07174653462219265,0.022731858913320017
2021-03-29,1.3458400568523536,0.6385126161060362,0.0,0.020919347257248592,0.041166744936964525,0.05801193275977903,0.0620186080125093,0.0,0.03626156939470535,0.0,0.04724676820434546,0.07303725488365215,0.022825158444759443
2021-03-30,1.348081577792614,0.6374509300603255,0.0,0.02088456363902685,0.04135146723219249,0.0612169013319234,0.06289138749076699,0.0,0.035267403461726,0.0,0.046280603347065345,0.0719078997951446,0.022748843641828897
2021-03-31,1.3407795574088492,0.6379406539812965,0.002979988045226048,0.02035397630225313,0.04064319651743989,0.05897228106706488,0.061707380902741985,0.0,0.035625065600443435,0.0,0.05,0.0716147798889017,0.02314266573985847
2021-04-01,1.3515428584978308,0.6328602769199769,0.0,0.020452270758033676,0.04057204884071708,0.058082264402696815,0.06110780554756191,0.0,0.03523177215327313,0.0,0.05080453386594522,0.07563482693196355,0.025254200579831625
2021-04-02,1.361426901193966,0.6282656725440248,0.0,0.021102777599010136,0.04052818307311947,0.0572432573066239,0.05926834662506358,0.0,0.034595222303979004,0.0,0.052593102203392715,0.07882549945442784,0.027577938890358648
2021-04-06,1.3649376371234676,0.6266497196902949,0.0,0.021095378074484406,0.04134077278678638,0.05751227567017902,0.06029393769301165,0.0,0.03461475063391004,0.0,0.051751491448350416,0.07840112228295623,0.028340551720026926
2021-04-07,1.3799730757543835,0.6198220840146254,0.0,0.021051005685281926,0.04187962870269099,0.058669762835555896,0.06556893023587058,0.0,0.03402295122990817,0.0,0.05180503887997742,0.0797390710991897,0.027441527316899927
2021-04-08,1.3820305829319293,0.6188993197846501,0.0,0.02162155056651603,0.04272277241451449,0.05899352252439978,0.06451938865068123,0.0,0.03359721085760388,0.0,0.05171980214773728,0.08050704957533819,0.027419383478558965
2021-04-09,1.3784392933019398,0.6205117569227602,0.0,0.02116726792760147,0.04176116406483372,0.05935330800999151,0.06542979834589682,0.0,0.03373846636092418,0.0,0.051797619915791536,0.07953766225247037,0.02670295619973021
2021-04-12,1.3700216858213694,0.6243242691339983,0.0,0.020036296941245726,0.042599023807119676,0.05657311250916952,0.06540502186405887,0.0,0.033999814040125614,0.0,0.05266002405457367,0.07910194993451024,0.02530048771519843
2021-04-13,1.3626424773072812,0.6277052139078977,0.0,0.020191758411524704,0.04199482594078059,0.05639303030235012,0.06372100022097905,0.0,0.03364047070309056,0.0,0.05190858875318632,0.07896966037437297,0.025475451385818
2021-04-14,1.3633502548606213,0.6273793433849453,0.0,0.020650607943752362,0.042807478270902005,0.05678049165114564,0.06304460741107375,0.0,0.03356868812856805,0.0,0.052576465674395424,0.07759732768889507,0.025594989846322365
2021-04-15,1.3611940048142508,0.6283731669938366,0.0,0.021270914635112468,0.04295886661226404,0.05728783460516621,0.06239275562161388,0.0,0.0331866293752928,0.0,0.052194428274405076,0.07576904963378439,0.02656635424852451
2021-04-16,1.358060061000919,0.6298232399734607,0.0,0.021367116743607927,0.04247160815121776,0.056792494200908296,0.06253673702279945,0.0,0.0341356906196268,0.0,0.05026355442963772,0.077057667344817,0.025551891513924323
2021-04-19,1.3704460840661765,0.6241309290769967,0.0,0.022037770354132107,0.04341596496126226,0.05793752564264551,0.06367815021715766,0.0,0.03388121097668742,0.0,0.048835830416401896,0.08003524272208251,0.026047375632633953
2021-04-20,1.36946861767622,0.6245764062483832,0.0,0.02224039401142347,0.042865445385048,0.058186316746330666,0.06415055967633507,0.0,0.033851318304658845,0.0,0.049214501161868845,0.07975540532304778,0.025159653142904078
2021-04-21,1.3644811995723003,0.6268593425591076,0.0,0.021923085006751566,0.04235511639912615,0.05780910907139443,0.06331374270061266,0.0,0.033432318369263164,0.0,0.04898359048545075,0.07998680181760708,0.025336893590686627
2021-04-22,1.3701101558917141,0.6242839555783541,0.0,0.021949770369947236,0.04259627312417888,0.05691502736332225,0.06390714247892501,0.0,0.03313281433182514,0.0,0.048876441889193684,0.08058626987108844,0.027752304993165274
2021-04-23,1.370872091887239,0.6239369761482536,0.0,0.022310976059996022,0.04340247315503035,0.057781370843907616,0.06301857926848069,0.0,0.031061630370079,0.0,0.05010045877321976,0.08144286805600859,0.02694466732502436
2021-04-26,1.3777554800098553,0.6208197318816229,0.0,0.02296580947607941,0.04335077637869184,0.057836340278391164,0.06397690511903346,0.0,0.03079894304620014,0.0,0.05240917847985255,0.07907101277875501,0.028771302561373596
2021-04-27,1.380187128951003,0.6197259558189371,0.0,0.02320351170273115,0.04310954501679636,0.058386227889340406,0.06449965354018071,0.0,0.030422746852445188,0.0,0.05286917075165774,0.07961525564106761,0.02816793278684372
2021-04-28,1.3862960911242033,0.6169950223292683,0.0,0.022685853974388503,0.04218099730686602,0.058846158082712256,0.06442631235022861,0.0,0.030235264371168028,0.0,0.05540183747607476,0.08066248261266973,0.028566071496623824
2021-04-29,1.3951660484595165,0.6130723928112951,0.0,0.023091980631386313,0.04272825052515612,0.05796299297490766,0.06558831840700996,0.0,0.030096119153302268,0.0,0.05449517937337557,0.08174464148216552,0.031220124641401382
2021-04-30,1.3990705904970329,0.619319010090243,0.00796245458863789,0.02236420076730315,0.04285260750498679,0.05952667013931634,0.06634507692411003,0.0,0.029535508425025093,0.0,0.05418240534412971,0.08087452080488589,0.025
2021-05-06,1.4019677381178777,0.61803919562102,0.0,0.023344886615655855,0.04398124632751325,0.06011285568186432,0.06891885345358198,0.0,0.029527295328470354,0.0,0.05243521118234766,0.07820951764457673,0.025430938144969703
2021-05-07,1.3855864715307757,0.6253460400748064,0.0,0.02440593824261462,0.046307542609141605,0.061506957960400024,0.06720172206703003,0.0,0.0303574005612235,0.0,0.05038518341723772,0.07133360713953014,0.02315560792801589
2021-05-10,1.397059517337997,0.6202105224579095,0.0,0.025075717354249828,0.04820732838346218,0.06340802942367899,0.07125359940877557,0.0,0.03000208262079577,0.0,0.0475881853020308,0.07140840674490827,0.022846128304188962
2021-05-11,1.3835833527505728,0.6262514010669787,0.0,0.023747575150341864,0.04612791223078356,0.06012454610882327,0.06888376428615274,0.0,0.030829539323515898,0.0,0.047083451258822,0.07324531707031295,0.023706493504268955
2021-05-12,1.39057583935793,0.6231023067055942,0.0,0.023973265467841592,0.045895958820282745,0.06074150494350351,0.07211141880048438,0.0,0.030674513517134697,0.0,0.04796324206290773,0.07176716472907611,0.023770624953175026
2021-05-13,1.3772558398812014,0.6291285816785744,0.0,0.022811351692835664,0.04344876005150778,0.05823501084943476,0.0702615895996302,0.0,0.030702332129382795,0.0,0.04768233194684446,0.07191399737199251,0.025816044679797444
2021-05-14,1.3801320404895034,0.6278174752364094,0.0,0.022740631674017964,0.043110922478129914,0.058216565590968265,0.06884419442689961,0.0,0.03085297775879393,0.0,0.04886229200804787,0.07371454336026079,0.02584039746647229
