date,nav,cash_weight,turnover,w_601899,w_603993,w_600549,w_000657
2018-04-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-02,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-31,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-02,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-31,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-02,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-31,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-31,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-02,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-05,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-06,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-12,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-13,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-19,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-20,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-26,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-27,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-02,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-03,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-04,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-08,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-11,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-15,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-17,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-18,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-21,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-22,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-23,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-24,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-25,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-28,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-29,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-30,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-31,0.999375,0.375,0.625,0.125,0.25,0.125,0.125
2019-02-01,1.0116548922422093,0.37044809240172605,0.0,0.12495272957994721,0.25065144560514785,0.12653455120692664,0.12741318120625234
2019-02-11,1.0315969808694139,0.3632868571253025,0.0,0.12397884806657143,0.2559274575569294,0.12800221328369332,0.1288046239675033
2019-02-12,1.0341387629615328,0.3623939440455348,0.0,0.1251121949681012,0.25457723830462425,0.12814690797047415,0.12976971471126567
2019-02-13,1.0534858542276138,0.3557386399599717,0.0,0.1275200680279792,0.25910515865741207,0.12804787547355115,0.12958825788108597
2019-02-14,1.050092640091245,0.3568881550940457,0.0,0.12651590683228073,0.25781174188883293,0.12846164264475146,0.13032255354008915
2019-02-15,1.0530877040567075,0.3558731372100602,0.0,0.12945120731847434,0.2570785050890585,0.1276452443985387,0.12995190598386816
2019-02-18,1.0774181581282607,0.34783674488191274,0.0,0.13250923614549057,0.26096408521488773,0.1282895979222263,0.13040033583548272
2019-02-19,1.0750140471983698,0.34861463064291054,0.0,0.1323444431144383,0.2608539325805659,0.1278032723871506,0.1303837212749347
2019-02-20,1.091292502541759,0.3434144595762578,0.0,0.13491282340495844,0.2637969779033542,0.12731144413948714,0.13056429497594238
2019-02-21,1.086331224462872,0.3449828344806163,0.0,0.13461631768754206,0.26019600849383784,0.126909084547527,0.1332957547904768
2019-02-22,1.0915001267100972,0.3433491355879045,0.0,0.13352466383974065,0.26169695309486046,0.12815756708572604,0.1332716803917684
2019-02-25,1.150603342736168,0.32571226858145275,0.0,0.13614428157637448,0.27029256915117567,0.133649362424899,0.13420151826609814
2019-02-26,1.1601519643961402,0.32303149630493955,0.0,0.13331458577664174,0.2757821132633214,0.13306113599379632,0.13481066866130098
2019-02-27,1.1466337087827594,0.3268398810617934,0.0,0.13272466069572827,0.2725291744574953,0.13266219506975827,0.13524408871522478
2019-02-28,1.1399610574701053,0.3287530065559525,0.0,0.1317621177069492,0.27150745815068705,0.1328137146257412,0.1351637029606701
2019-03-01,1.143968740362132,0.32760128120403453,0.0,0.1330338536106331,0.2725121105339033,0.1324522290292611,0.134400525622168
2019-03-04,1.1485313210083388,0.3262998737126116,0.0,0.13250537199705265,0.2733776056378298,0.13337352252511694,0.13444362612738905
2019-03-05,1.1584264683192809,0.3235126572545719,0.0,0.13051767256963562,0.2742614765979059,0.13469443334363365,0.1370137602342529
2019-03-06,1.183432376650041,0.31667683966941484,0.0,0.13111091377847484,0.27854957837588357,0.13646403737338547,0.13719863080284123
2019-03-07,1.2030541256895115,0.3115118571952934,0.0,0.13144481804933691,0.2783459181705211,0.13877872978979178,0.13991867679505673
2019-03-08,1.1434996949498528,0.3277356580461832,0.0,0.13005383255800934,0.2706672598789375,0.1344796188750974,0.13706363064177254
2019-03-11,1.1627777893546003,0.322302015424644,0.0,0.13002925225465145,0.2713109502977601,0.13643710158660471,0.13992068043633973
2019-03-12,1.1694162837659021,0.32047238455850136,0.0,0.12929110752690876,0.2697707834193953,0.13850580878890875,0.1419599157062858
2019-03-13,1.161203250443709,0.3227390423311315,0.0,0.1284979520392469,0.2703943021321521,0.13825829696821607,0.1401104065292534
2019-03-14,1.1455702436720747,0.32714329572554635,0.0,0.12635693432785663,0.2695270137917935,0.13755359741058304,0.1394191587442205
2019-03-15,1.1583972649958827,0.32352081304450586,0.0,0.1258136495173079,0.26718634311138295,0.13931076835471587,0.14416842597208746
2019-03-18,1.1815214769282842,0.31718900783277715,0.0,0.12628821608156868,0.272687863450268,0.14080538655694566,0.14302952607844055
2019-03-19,1.191005050775288,0.3146633381244228,0.0,0.12486640401762814,0.26926415003681947,0.14347292254785943,0.14773318527327012
2019-03-20,1.1799625327766128,0.3176080719428652,0.0,0.12561483268639778,0.2692557983038021,0.14149459732308883,0.14602669974384608
2019-03-21,1.1851224041374715,0.31622524702227106,0.0,0.12883250804611054,0.26745418902381146,0.14097874605840796,0.1465093098493989
2019-03-22,1.1742598598645786,0.31915050306089787,0.0,0.12833565202448813,0.2648472831371035,0.14177725135975253,0.14588931041775802
2019-03-25,1.1512286912839407,0.32553534135952744,0.0,0.12831948640891436,0.2604282730876221,0.14007509301845325,0.14564180612548278
2019-03-26,1.1342797682421593,0.3303996381605129,0.0,0.1293628212903596,0.2584021050688191,0.1383993414601388,0.14343609402016966
2019-03-27,1.1308716274062074,0.3313953731950732,0.0,0.12887597846475074,0.2578618724761665,0.13829141524014935,0.14357536062386023
2019-03-28,1.1270369139936838,0.33252293722306603,0.0,0.12843478527663404,0.26138618945892766,0.13770832666367153,0.13994776137770068
2019-03-29,1.147522681531084,0.32658668192943097,0.0,0.12830191075799083,0.2645189642692108,0.13938918268661074,0.14120326035675662
2019-04-01,1.1842997804431312,0.3164448994998321,0.0,0.12934057400191554,0.27204815240582575,0.139472387580566,0.14269398651186058
2019-04-02,1.1947603294002267,0.3136743125611925,0.0,0.12862306467456305,0.2740358670932605,0.1408353931873287,0.14283136248365522
2019-04-03,1.1936374001764123,0.313969405570412,0.0,0.12998997876129484,0.27304404026720375,0.13947563580789515,0.14352093959319437
2019-04-04,1.1985719854499575,0.312676776655437,0.0,0.1306955838930133,0.2750311149884637,0.13949584966123413,0.14210067480185187
2019-04-08,1.2046102547465554,0.3111094426793246,0.0,0.13045197530336755,0.27489073144202986,0.1396838023690122,0.1438640482062658
2019-04-09,1.187620684836056,0.31556003510643993,0.0,0.1302311255994831,0.27191541333549923,0.13888241088810033,0.1434110150704774
2019-04-10,1.184860332817762,0.31629519076628665,0.0,0.13011614329142215,0.27191944758415076,0.13820376047741095,0.1434654578807294
2019-04-11,1.1710932753969814,0.3200134719183326,0.0,0.12910596419985637,0.2719318457893092,0.13719208729578694,0.14175663079671486
2019-04-12,1.167525740662844,0.3209913168914228,0.0,0.1273775067029455,0.27020761601009297,0.13781471305065826,0.14360884734488044
2019-04-15,1.1638777655220536,0.32199740909381513,0.0,0.1269249046428001,0.2710545354162859,0.1368182907461361,0.14320486010096276
2019-04-16,1.1855367447141834,0.3161147275029008,0.0,0.1283693404013102,0.27239338708210126,0.13722344001234904,0.14589910500133868
2019-04-17,1.1794203587654053,0.31775407488496943,0.0,0.1277741253505697,0.27064426676769504,0.13773370546344668,0.14609382753331915
2019-04-18,1.1728754219847803,0.31952722171107373,0.0,0.12721917160718674,0.26770340366241174,0.13779358325372967,0.1477566197655981
2019-04-19,1.1848091505666474,0.3163088543169711,0.0,0.12635618254461017,0.2662659609474203,0.13780883228321764,0.1532601699077808
2019-04-22,1.1544719058915554,0.3246208271396458,0.0,0.1283883959189869,0.2603426733080142,0.1371101275592989,0.14953797607405422
2019-04-23,1.144530594380737,0.3274404606045256,0.0,0.12733795690175997,0.2586942544477544,0.13684853217280385,0.1496787958731562
2019-04-24,1.1474157899148127,0.32661710627829477,0.0,0.12744979676203305,0.26064370073153453,0.13598697010446104,0.14930242612367667
2019-04-25,1.11953329156191,0.33475165752074054,0.0,0.1270816477625034,0.258474911677706,0.13407037234037256,0.14562141069867754
2019-04-26,1.1056456776361023,0.33895635155130166,0.0,0.126436099388184,0.2569997411762107,0.13285456491411912,0.14475324297018452
2019-04-29,1.079767330566625,0.3470799813913018,0.0,0.12854814125603775,0.25141714074912197,0.13086982821788623,0.14208490838565224
2019-04-30,1.0843008781615868,0.34562881258143796,0.0,0.1284678522954817,0.25242940142763726,0.13076071046331966,0.14271322323212338
2019-05-06,1.0357074150884509,0.3618450727882394,0.0,0.1287517520899953,0.24555058670803903,0.12692094283161626,0.13693164558211005
2019-05-07,1.043936364237865,0.3589927871452211,0.0,0.12916142606283096,0.24718707333780393,0.12785421189836135,0.13680450155578272
2019-05-08,1.0462023621396643,0.358215234989089,0.0,0.13125082022748374,0.24665168419149208,0.12769079194002694,0.13619146865190826
2019-05-09,1.0407531310071683,0.36009079755285267,0.0,0.12908016684764967,0.24579332051866365,0.12813116782378126,0.13690454725705276
2019-05-10,1.0546059049729946,0.3553608255299845,0.0,0.12926485055654208,0.24680781713425795,0.1293756617661446,0.13919084501307089
2019-05-13,1.045963331691317,0.3582970967003267,0.0,0.12843718678014365,0.2431429054225103,0.1285146747353517,0.1416081363616676
2019-05-14,1.0472168629548377,0.3578682107377045,0.0,0.13017692850908574,0.24142750933349622,0.12972155674395883,0.1408057946757547
2019-05-15,1.0540150408419031,0.35556003517810586,0.0,0.1298076318904197,0.24270068072853793,0.1304621421851225,0.14146951001781402
2019-05-16,1.0848518340012514,0.3454532805809567,0.0,0.1279456594744285,0.24267663292552774,0.13945103911918216,0.144473387899905
2019-05-17,1.0565304347052513,0.35471351575835197,0.0,0.12762179402946014,0.2414169599788187,0.13386051877953023,0.14238721145383895
2019-05-20,1.064856560436461,0.35194000668633874,0.0,0.1256928595308354,0.2409300742290557,0.13705141578501595,0.14438564376875435
2019-05-21,1.0967315239117923,0.3417113640203354,0.0,0.12384776949943392,0.240728005697908,0.14476175338884306,0.1489511073934796
2019-05-22,1.0917280955576363,0.34327743924972054,0.0,0.12396129750684373,0.23909871390527807,0.142814726785451,0.15084782255270665
2019-05-23,1.0766227310711147,0.3480937325437585,0.0,0.12431919019419972,0.2369115552835134,0.1429434338962964,0.14773208808223187
2019-05-24,1.0648735378043697,0.35193439567736595,0.0,0.12615637728646342,0.2374243982778649,0.13916797395606878,0.145316854802237
