date,nav,cash_weight,turnover,w_603986,w_603501,w_600460
2019-02-13,1.01933726899384,0.8173883853642162,0.0,0.0,0.0,0.1826116146357838
2019-02-14,1.0188240075290897,0.8178001679261125,0.0,0.0,0.0,0.18219983207388743
2019-02-15,1.0171131359799226,0.8191757779646762,0.0,0.0,0.0,0.18082422203532375
2019-02-18,1.0236144478667581,0.8139729232826342,0.0,0.0,0.0,0.18602707671736585
2019-02-19,1.0198505304585903,0.8169770172789801,0.0,0.0,0.0,0.1830229827210199
2019-02-20,1.0164287873602558,0.8197273186332268,0.0,0.0,0.0,0.1802726813667732
2019-02-21,1.0147179158110886,0.8211094250547969,0.0,0.0,0.0,0.1788905749452031
2019-02-22,1.0196794433036735,0.8171140939597316,0.0,0.0,0.0,0.18288590604026844
2019-02-25,1.0309711955281773,0.8081646199800863,0.0,0.0,0.0,0.19183538001991368
2019-02-26,1.0248120579511752,0.8130217028380635,0.0,0.0,0.0,0.18697829716193654
2019-02-27,1.0224168377823413,0.8149263721552878,0.0,0.0,0.0,0.18507362784471215
2019-02-28,1.0232722735569248,0.8142451095134593,0.0,0.0,0.0,0.1857548904865407
2019-03-01,1.0224168377823413,0.8149263721552878,0.0,0.0,0.0,0.18507362784471218
2019-03-04,1.027036190965093,0.8112610361485924,0.0,0.0,0.0,0.18873896385140762
2019-03-05,1.0463690394706828,0.7962720732504905,0.0,0.0,0.0,0.20372792674950946
2019-03-06,1.0472244752452664,0.7956216304525405,0.0,0.0,0.0,0.2043783695474595
2019-03-07,1.0491064339493503,0.7941943900848012,0.0,0.0,0.0,0.20580560991519886
2019-03-08,1.0708345026237742,0.7780795654257869,0.0,0.0,0.0,0.22192043457421304
2019-03-11,1.0780201631302766,0.7728931915568958,0.0,0.0,0.0,0.22710680844310419
2019-03-12,1.1024856262833682,0.7557417752948481,0.0,0.0,0.0,0.24425822470515196
2019-03-13,1.1192521674652072,0.7444206664628555,0.0,0.0,0.0,0.25557933353714446
2019-03-14,1.0906806125941144,0.7639215686274511,0.0,0.0,0.0,0.2360784313725489
2019-03-15,1.0821262548482782,0.7699604743083005,0.0,0.0,0.0,0.2300395256916995
2019-03-18,1.0881143052703635,0.7657232704402517,0.0,0.0,0.0,0.2342767295597483
2019-03-19,1.0893119153547803,0.7648814198209519,0.0,0.0,0.0,0.2351185801790481
2019-03-20,1.083323864932695,0.7691092861655087,0.0,0.0,0.0,0.23089071383449133
2019-03-21,1.0947867043121153,0.761056415064854,0.0,0.0,0.0,0.238943584935146
2019-03-22,1.0964975758612827,0.7598689343111251,0.0,0.0,0.0,0.2401310656888749
2019-03-25,1.1120665069587046,0.7492307692307694,0.0,0.0,0.0,0.25076923076923063
2019-03-26,1.1160015115217892,0.7465889927947265,0.0,0.0,0.0,0.2534110072052735
2019-03-27,1.1442308920830486,0.7281698564593303,0.0,0.0,0.0,0.2718301435406697
2019-03-28,1.1153171629021223,0.7470470931124407,0.0,0.0,0.0,0.2529529068875593
2019-03-29,1.1105267225644542,0.75026960406717,0.0,0.0,0.0,0.24973039593282995
2019-04-01,1.1298595710700439,0.7374318594791037,0.0,0.0,0.0,0.2625681405208963
2019-04-02,1.1274643509012097,0.7389984825493173,0.0,0.0,0.0,0.2610015174506827
2019-04-03,1.1264378279717093,0.7396719319562577,0.0,0.0,0.0,0.26032806804374226
2019-04-04,1.1250691307323755,0.740571776155718,0.0,0.0,0.0,0.25942822384428205
2019-04-08,1.1146328142824553,0.7475057559478129,0.0,0.0,0.0,0.25249424405218707
2019-04-09,1.1154882500570389,0.7469325153374236,0.0,0.0,0.0,0.2530674846625765
2019-04-10,1.114119552817705,0.7478501228501231,0.0,0.0,0.0,0.25214987714987697
2019-04-11,1.0994060574948668,0.7578586990351699,0.0,0.0,0.0,0.24214130096483016
2019-04-12,1.1016301905087842,0.7563286224569035,0.0,0.0,0.0,0.24367137754309648
2019-04-15,1.1031699749030346,0.7552729528535983,0.0,0.0,0.0,0.2447270471464017
2019-04-16,1.1291752224503766,0.7378787878787881,0.0,0.0,0.0,0.26212121212121187
2019-04-17,1.1199365160848735,0.7439657806293922,0.0,0.0,0.0,0.2560342193706078
2019-04-18,1.1223317362537075,0.7423780487804881,0.0,0.0,0.0,0.2576219512195119
2019-04-19,1.1206208647045404,0.7435114503816797,0.0,0.0,0.0,0.25648854961832035
2019-04-22,1.1336234884782113,0.7349833987322671,0.0,0.0,0.0,0.2650166012677329
2019-04-23,1.1225028234086243,0.7422648986434996,0.0,0.0,0.0,0.2577351013565003
2019-04-24,1.1272932637462925,0.7391106389436942,0.0,0.0,0.0,0.2608893610563058
2019-04-25,1.1023145391284508,0.7558590718609346,0.0,0.0,0.0,0.24414092813906546
2019-04-26,1.1000904061145333,0.7573872472783828,0.0,0.0,0.0,0.24261275272161723
2019-04-29,1.0778490759753592,0.7730158730158732,0.0,0.0,0.0,0.22698412698412682
2019-04-30,1.079217773214693,0.7720355104629044,0.0,0.0,0.0,0.22796448953709555
2019-05-06,1.0545812229066849,0.7900713822193384,0.0,0.0,0.0,0.20992861778066169
2019-05-07,1.0603981861738534,0.7857373346240725,0.0,0.0,0.0,0.21426266537592753
2019-05-08,1.066386236595939,0.7813252045563935,0.0,0.0,0.0,0.21867479544360643
2019-05-09,1.066386236595939,0.7813252045563935,0.0,0.0,0.0,0.21867479544360643
2019-05-10,1.0896540896646134,0.7646412309624747,0.0,0.0,0.0,0.2353587690375253
2019-05-13,1.1012880161989504,0.7565636165915801,0.0,0.0,0.0,0.2434363834084199
2019-05-14,1.1048808464522015,0.7541034375967793,0.0,0.0,0.0,0.24589656240322066
2019-05-15,1.1084736767054526,0.7516592066676958,0.0,0.0,0.0,0.24834079333230422
2019-05-16,1.1043675849874512,0.7544539116963596,0.0,0.0,0.0,0.24554608830364044
2019-05-17,1.1098423739447865,0.7507322336981657,0.0,0.0,0.0,0.24926776630183428
2019-05-20,1.1233582591832076,0.7416996649406034,0.0,0.0,0.0,0.25830033505939665
2019-05-21,1.1146328142824546,0.747505755947813,0.0,0.0,0.0,0.252494244052187
2019-05-22,1.1260956536618751,0.7398966879367976,0.0,0.0,0.0,0.2601033120632024
2019-05-23,1.119252167465206,0.7444206664628557,0.0,0.0,0.0,0.2555793335371443
2019-05-24,1.0999193189596164,0.7575050552185413,0.0,0.0,0.0,0.24249494478145872
2019-05-27,1.1266089151266252,0.7395596051632501,0.0,0.0,0.0,0.26044039483674986
2019-05-28,1.127977612365959,0.7386622175034131,0.0,0.0,0.0,0.2613377824965869
2019-05-29,1.1356765343372115,0.7336547152756858,0.0,0.0,0.0,0.2663452847243141
2019-05-30,1.1235293463381242,0.7415867214862194,0.0,0.0,0.0,0.2584132785137806
2019-05-31,1.1228198479066847,0.5833333333333334,0.1747410115783055,0.16666666666666666,0.0,0.25
2019-06-03,1.1158804635409383,0.5869609389287453,0.0,0.1641573271419469,0.0,0.24888173392930776
2019-06-04,1.110180358969943,0.5899746282846692,0.0,0.1658361766047595,0.0,0.24418919511057138
2019-06-05,1.103813655264172,0.5933775519885908,0.0,0.16612889809935263,0.0,0.24049354991205657
2019-06-06,1.091137732187759,0.6002709147441768,0.0,0.1663128946768555,0.0,0.2334161905789677
2019-06-10,1.0982428219619922,0.5963874577774386,0.0,0.16883967555827703,0.0,0.23477286666428435
2019-06-11,1.1134224062650935,0.5882567486757488,0.0,0.17153923908880028,0.0,0.2402040122354509
2019-06-12,1.12425937849918,0.5825864183464406,0.0,0.1690602046303465,0.0,0.24835337702321292
2019-06-13,1.1189759668726447,0.5853371868591511,0.0,0.169727484991489,0.0,0.24493532814935987
2019-06-14,1.115132085838605,0.5873548550256931,0.0,0.17280940471166498,0.0,0.2398357402626419
2019-06-17,1.1045749802785059,0.5929685682787124,0.0,0.17030405760833214,0.0,0.23672737411295547
2019-06-18,1.0999889356751753,0.5954407570565297,0.0,0.16910455329613788,0.0,0.23545468964733252
2019-06-19,1.1207161403936852,0.5844283141868125,0.0,0.17530452173318123,0.0,0.2402671640800062
2019-06-20,1.1321878625284618,0.5785066827597856,0.0,0.1807334522191701,0.0,0.24075986502104435
2019-06-21,1.1415888077299818,0.5737426998033022,0.0,0.18472217138761649,0.0,0.24153512880908137
2019-06-24,1.140808321270605,0.5741352271017216,0.0,0.1808235868330216,0.0,0.24504118606525682
2019-06-25,1.1238386341129918,0.58280452791978,0.0,0.17612141157705555,0.0,0.2410740605031644
2019-06-26,1.1386617059619335,0.5752175920054424,0.0,0.1840816412943546,0.0,0.24070076670020302
2019-06-27,1.1463645780333278,0.5713524799727288,0.0,0.18378217146753023,0.0,0.24486534855974104
2019-06-28,1.1381980537800733,0.575451910532602,0.0,0.1857874721777704,0.0,0.23876061728962758
2019-07-01,1.160252790516892,0.5645133973954417,0.0,0.19198128740151504,0.0,0.24350531520304325
2019-07-02,1.156575696236996,0.5663081515055627,0.0,0.19170471713344145,0.0,0.24198713136099584
2019-07-03,1.1537365727516058,0.5677017267903202,0.0,0.1948861579159372,0.0,0.2374121152937426
2019-07-04,1.1486944309680722,0.570193627612736,0.0,0.19842066349263715,0.0,0.23138570889462692
2019-07-05,1.1489559436017742,0.5700638464508844,0.0,0.19773777453429256,0.0,0.23219837901482307
2019-07-08,1.1167788743487022,0.5864887487186858,0.0,0.19153777310207135,0.0,0.22197347817924287
2019-07-09,1.1213352324092611,0.5841056498376224,0.0,0.19245842271563662,0.0,0.22343592744674098
2019-07-10,1.1313317972166281,0.5789444318843071,0.0,0.20047275961060784,0.0,0.22058280850508505
2019-07-11,1.12475242886497,0.5823310337486411,0.0,0.20168887800489887,0.0,0.21598008824646
2019-07-12,1.122533219217855,0.5834822822157554,0.0,0.19952017481144316,0.0,0.21699754297280147
2019-07-15,1.1468319932980744,0.5711196133695554,0.0,0.20968951460777255,0.0,0.21919087202267207
2019-07-16,1.1534388855011901,0.5678482430628589,0.0,0.21522204357276697,0.0,0.21692971336437422
2019-07-17,1.1535778744629768,0.5677798258025222,0.0,0.21244370258054604,0.0,0.21977647161693173
2019-07-18,1.1367825290611646,0.5761684648277979,0.0,0.20780480261828158,0.0,0.2160267325539205
2019-07-19,1.1414087853049955,0.5738331902160857,0.0,0.20927354291357397,0.0,0.2168932668703403
2019-07-22,1.1251966456608873,0.5821011350665106,0.0,0.20760022581855175,0.0,0.21029863911493762
2019-07-23,1.1431700090214931,0.5729491146928072,0.0,0.21527520899596225,0.0,0.2117756763112306
2019-07-24,1.1469582944708183,0.5710567226111962,0.0,0.21324391319791602,0.0,0.2156993641908877
2019-07-25,1.155940657977464,0.566619263793559,0.0,0.2172072204869218,0.0,0.2161735157195193
2019-07-26,1.1500778180940534,0.5695077622640214,0.0,0.21653060163493154,0.0,0.213961636101047
2019-07-29,1.1521707265684247,0.5684732561839959,0.0,0.2150773635098191,0.0,0.21644938030618496
2019-07-30,1.1415361678233964,0.5737691569257073,0.0,0.2095069390542015,0.0,0.21672390402009126
2019-07-31,1.1399069115308855,0.5745892388112661,0.0,0.20924930104899211,0.0,0.21616146013974172
2019-08-01,1.120722873572643,0.5844248030061987,0.0,0.2008885346649937,0.0,0.21468666232880762
